id,product_id,store_id,created_at,target_date,predicted_qty,model_version
1967119897389568070,1967119892788416583,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,19,v2.2
1967119897389568071,1967119892788416583,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,4,v2.2
1967119897389568072,1967119892788416583,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,11,v2.1
1967119897389568073,1967119892788416583,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,23,v2.5
1967119897389568074,1967119892788416583,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,28,v2.1
1967119897389568075,1967119892788416583,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,24,v2.2
1967119897389568076,1967119892788416583,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,14,v2.5
1967119897389568077,1967119892788416583,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,26,v2.3
1967119897389568078,1967119892788416583,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,19,v2.4
1967119897389568079,1967119892788416583,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,31,v2.1
1967119897389568080,1967119892788416583,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,26,v2.3
1967119897389568081,1967119892788416583,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,25,v2.2
1967119897389568082,1967119892788416583,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,15,v2.1
1967119897389568083,1967119892788416583,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,36,v2.2
1967119897389568084,1967119892788416583,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,10,v2.1
1967119897389568085,1967119892788416583,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,18,v2.5
1967119897389568086,1967119892788416583,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,19,v2.4
1967119897389568087,1967119892788416583,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,32,v2.5
1967119897389568088,1967119892788416583,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,0,v2.5
1967119897389568089,1967119892788416583,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,12,v2.2
1967119897389568090,1967119892788416583,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,12,v2.4
1967119897389568091,1967119892788416583,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,2,v2.1
1967119897389568092,1967119892788416552,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,101,v2.2
1967119897389568093,1967119892788416552,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,125,v2.3
1967119897389568094,1967119892788416552,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,16,v2.2
1967119897389568095,1967119892788416552,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,130,v2.4
1967119897389568096,1967119892788416552,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,111,v2.2
1967119897389568097,1967119892788416552,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,104,v2.3
1967119897389568098,1967119892788416552,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,118,v2.4
1967119897389568099,1967119892788416552,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,81,v2.1
1967119897389568100,1967119892788416552,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,42,v2.1
1967119897389568101,1967119892788416552,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,107,v2.2
1967119897389568102,1967119892788416552,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,52,v2.4
1967119897389568103,1967119892788416552,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,56,v2.4
1967119897389568104,1967119892788416552,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,89,v2.2
1967119897389568105,1967119892788416552,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,84,v2.3
1967119897389568106,1967119892788416552,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,33,v2.5
1967119897389568107,1967119892788416552,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,101,v2.3
1967119897389568108,1967119892788416552,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,38,v2.1
1967119897389568109,1967119892788416552,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,91,v2.1
1967119897389568110,1967119892788416552,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,25,v2.3
1967119897389568111,1967119892788416552,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,58,v2.4
1967119897389568112,1967119892788416552,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,73,v2.4
1967119897389568113,1967119892788416552,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,133,v2.3
1967119897389568114,1967119892788416552,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,20,v2.2
1967119897389568115,1967119892788416552,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,32,v2.2
1967119897389568116,1967119892788416536,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,55,v2.5
1967119897389568117,1967119892788416536,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,11,v2.2
1967119897389568118,1967119892788416536,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,22,v2.4
1967119897389568119,1967119892788416536,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,32,v2.1
1967119897389568120,1967119892788416536,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,9,v2.3
1967119897389568121,1967119892788416536,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,21,v2.1
1967119897389568122,1967119892788416536,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,49,v2.5
1967119897389568123,1967119892788416536,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,31,v2.4
1967119897389568124,1967119892788416536,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,22,v2.4
1967119897389568125,1967119892788416536,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,69,v2.1
1967119897389568126,1967119892788416536,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,28,v2.4
1967119897389568127,1967119892788416536,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,24,v2.5
1967119897389568128,1967119892788416536,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,69,v2.3
1967119897389568129,1967119892788416536,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,9,v2.2
1967119897389568130,1967119892788416536,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,19,v2.1
1967119897389568131,1967119892788416536,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,6,v2.3
1967119897389568132,1967119892788416536,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,51,v2.1
1967119897389568133,1967119892788416536,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,35,v2.5
1967119897389568134,1967119892788416536,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,23,v2.3
1967119897389568135,1967119892788416536,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,26,v2.2
1967119897389568136,1967119892788416536,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,16,v2.3
1967119897389568137,1967119892788416536,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,13,v2.1
1967119897389568138,1967119892788416536,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,26,v2.1
1967119897389568139,1967119892788416536,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,14,v2.1
1967119897389568140,1967119892788416587,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,27,v2.4
1967119897389568141,1967119892788416587,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,1,v2.1
1967119897389568142,1967119892788416587,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,13,v2.2
1967119897389568143,1967119892788416587,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,23,v2.5
1967119897389568144,1967119892788416587,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,35,v2.3
1967119897389568145,1967119892788416587,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,8,v2.1
1967119897389568146,1967119892788416587,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,23,v2.2
1967119897389568147,1967119892788416587,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,10,v2.1
1967119897389568148,1967119892788416587,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,18,v2.3
1967119897389568149,1967119892788416587,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,29,v2.2
1967119897389568150,1967119892788416587,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,31,v2.5
1967119897389568151,1967119892788416587,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,34,v2.4
1967119897389568152,1967119892788416587,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,32,v2.3
1967119897389568153,1967119892788416587,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,13,v2.1
1967119897389568154,1967119892788416587,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,33,v2.2
1967119897389568155,1967119892788416587,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,3,v2.3
1967119897389568156,1967119892788416587,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,33,v2.5
1967119897389568157,1967119892788416587,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,15,v2.1
1967119897389568158,1967119892788416587,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,9,v2.2
1967119897389568159,1967119892788416587,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,30,v2.2
1967119897389568160,1967119892788416587,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,30,v2.5
1967119897389568161,1967119892788416587,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,23,v2.2
1967119897389568162,1967119892788416587,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,7,v2.5
1967119897389568163,1967119892788416587,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,22,v2.3
1967119897389568164,1967119892788416538,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,55,v2.1
1967119897389568165,1967119892788416538,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,29,v2.2
1967119897389568166,1967119892788416538,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,20,v2.4
1967119897389568167,1967119892788416538,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,50,v2.2
1967119897389568168,1967119892788416538,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,56,v2.5
1967119897389568169,1967119892788416538,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,36,v2.3
1967119897389568170,1967119892788416538,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,30,v2.3
1967119897389568171,1967119892788416538,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,44,v2.3
1967119897389568172,1967119892788416538,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,30,v2.3
1967119897389568173,1967119892788416538,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,61,v2.4
1967119897389568174,1967119892788416538,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,62,v2.5
1967119897389568175,1967119892788416538,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,31,v2.1
1967119897389568176,1967119892788416538,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,44,v2.2
1967119897389568177,1967119892788416538,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,21,v2.4
1967119897389568178,1967119892788416538,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,22,v2.1
1967119897389568179,1967119892788416538,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,62,v2.4
1967119897389568180,1967119892788416538,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,13,v2.2
1967119897389568181,1967119892788416538,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,33,v2.2
1967119897389568182,1967119892788416538,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,27,v2.3
1967119897389568183,1967119892788416538,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,34,v2.1
1967119897389568184,1967119892788416538,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,6,v2.2
1967119897389568185,1967119892788416538,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,18,v2.5
1967119897389568186,1967119892788416538,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,24,v2.4
1967119897389568187,1967119892788416538,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,32,v2.4
1967119897389568188,1967119892788416575,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,19,v2.3
1967119897389568189,1967119892788416575,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,33,v2.3
1967119897389568190,1967119892788416575,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,24,v2.5
1967119897389568191,1967119892788416575,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,38,v2.5
1967119897389568192,1967119892788416575,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,31,v2.3
1967119897389568193,1967119892788416575,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,6,v2.4
1967119897389568194,1967119892788416575,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,14,v2.1
1967119897389568195,1967119892788416575,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,35,v2.5
1967119897389568196,1967119892788416575,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,25,v2.3
1967119897389568197,1967119892788416575,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,33,v2.4
1967119897389568198,1967119892788416575,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,37,v2.2
1967119897389568199,1967119892788416575,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,3,v2.4
1967119897389568200,1967119892788416575,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,10,v2.3
1967119897389568201,1967119892788416575,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,14,v2.5
1967119897389568202,1967119892788416575,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,1,v2.1
1967119897389568203,1967119892788416575,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,8,v2.2
1967119897389568204,1967119892788416575,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,15,v2.1
1967119897389568205,1967119892788416575,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,31,v2.1
1967119897389568206,1967119892788416575,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,36,v2.4
1967119897389568207,1967119892788416575,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,35,v2.4
1967119897389568208,1967119892788416575,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,12,v2.5
1967119897389568209,1967119892788416575,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,25,v2.4
1967119897389568210,1967119892788416575,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,12,v2.1
1967119897389568211,1967119892788416575,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,8,v2.2
1967119897389568212,1967119892788416564,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,22,v2.3
1967119897389568213,1967119892788416564,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,50,v2.2
1967119897389568214,1967119892788416564,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,59,v2.3
1967119897389568215,1967119892788416564,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,58,v2.1
1967119897389568216,1967119892788416564,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,41,v2.1
1967119897389568217,1967119892788416564,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,46,v2.1
1967119897389568218,1967119892788416564,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,30,v2.1
1967119897389568219,1967119892788416564,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,33,v2.1
1967119897389568220,1967119892788416564,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,30,v2.3
1967119897389568221,1967119892788416564,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,62,v2.2
1967119897389568222,1967119892788416564,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,58,v2.3
1967119897389568223,1967119892788416564,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,62,v2.3
1967119897389568224,1967119892788416564,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,70,v2.2
1967119897389568225,1967119892788416564,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,25,v2.2
1967119897389568226,1967119892788416564,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,56,v2.4
1967119897389568227,1967119892788416564,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,54,v2.2
1967119897389568228,1967119892788416564,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,82,v2.1
1967119897389568229,1967119892788416564,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,23,v2.1
1967119897389568230,1967119892788416564,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,14,v2.3
1967119897389568231,1967119892788416564,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,52,v2.5
1967119897389568232,1967119892788416564,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,35,v2.3
1967119897389568233,1967119892788416564,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,64,v2.1
1967119897389568234,1967119892788416564,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,42,v2.2
1967119897389568235,1967119892788416564,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,12,v2.3
1967119897389568236,1967119892788416570,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,12,v2.3
1967119897389568237,1967119892788416570,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,23,v2.2
1967119897389568238,1967119892788416570,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,0,v2.3
1967119897389568239,1967119892788416570,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,34,v2.4
1967119897389568240,1967119892788416570,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,24,v2.5
1967119897389568241,1967119892788416570,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,19,v2.3
1967119897389568242,1967119892788416570,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,30,v2.3
1967119897389568243,1967119892788416570,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,38,v2.3
1967119897389568244,1967119892788416570,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,24,v2.5
1967119897389568245,1967119892788416570,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,4,v2.1
1967119897389568246,1967119892788416570,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,4,v2.5
1967119897389568247,1967119892788416570,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,1,v2.2
1967119897389568248,1967119892788416570,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,23,v2.3
1967119897389568249,1967119892788416570,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,7,v2.3
1967119897389568250,1967119892788416570,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,25,v2.2
1967119897389568251,1967119892788416570,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,16,v2.1
1967119897389568252,1967119892788416570,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,19,v2.3
1967119897389568253,1967119892788416570,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,39,v2.2
1967119897389568254,1967119892788416570,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,28,v2.1
1967119897389568255,1967119892788416570,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,38,v2.4
1967119897389568256,1967119892788416570,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,21,v2.5
1967119897389568257,1967119892788416570,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,14,v2.3
1967119897389568258,1967119892788416570,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,20,v2.4
1967119897389568259,1967119892788416570,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,14,v2.4
1967119897389568260,1967119892788416545,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,27,v2.1
1967119897389568261,1967119892788416545,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,20,v2.4
1967119897389568262,1967119892788416545,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,48,v2.4
1967119897389568263,1967119892788416545,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,41,v2.2
1967119897389568264,1967119892788416545,1967119892788416523,2025-09-13 13:55:04,2025-09-28 13:55:04,59,v2.2
1967119897389568265,1967119892788416545,1967119892788416523,2025-09-13 13:55:04,2025-10-14 13:55:04,11,v2.1
1967119897389568266,1967119892788416545,1967119892788416524,2025-09-13 13:55:04,2025-09-21 13:55:04,56,v2.3
1967119897389568267,1967119892788416545,1967119892788416524,2025-09-13 13:55:04,2025-09-28 13:55:04,38,v2.3
1967119897389568268,1967119892788416545,1967119892788416524,2025-09-13 13:55:04,2025-10-14 13:55:04,60,v2.4
1967119897389568269,1967119892788416545,1967119892788416525,2025-09-13 13:55:04,2025-09-21 13:55:04,66,v2.1
1967119897389568270,1967119892788416545,1967119892788416525,2025-09-13 13:55:04,2025-09-28 13:55:04,13,v2.5
1967119897389568271,1967119892788416545,1967119892788416525,2025-09-13 13:55:04,2025-10-14 13:55:04,3,v2.2
1967119897389568272,1967119892788416545,1967119892788416526,2025-09-13 13:55:04,2025-09-21 13:55:04,26,v2.3
1967119897389568273,1967119892788416545,1967119892788416526,2025-09-13 13:55:04,2025-09-28 13:55:04,11,v2.1
1967119897389568274,1967119892788416545,1967119892788416526,2025-09-13 13:55:04,2025-10-14 13:55:04,1,v2.4
1967119897389568275,1967119892788416545,1967119892788416527,2025-09-13 13:55:04,2025-09-21 13:55:04,31,v2.3
1967119897389568276,1967119892788416545,1967119892788416527,2025-09-13 13:55:04,2025-09-28 13:55:04,59,v2.3
1967119897389568277,1967119892788416545,1967119892788416527,2025-09-13 13:55:04,2025-10-14 13:55:04,6,v2.3
1967119897389568278,1967119892788416545,1967119892788416528,2025-09-13 13:55:04,2025-09-21 13:55:04,64,v2.5
1967119897389568279,1967119892788416545,1967119892788416528,2025-09-13 13:55:04,2025-09-28 13:55:04,4,v2.1
1967119897389568280,1967119892788416545,1967119892788416528,2025-09-13 13:55:04,2025-10-14 13:55:04,13,v2.2
1967119897389568281,1967119892788416545,1967119892788416529,2025-09-13 13:55:04,2025-09-21 13:55:04,41,v2.1
1967119897389568282,1967119892788416545,1967119892788416529,2025-09-13 13:55:04,2025-09-28 13:55:04,54,v2.1
1967119897389568283,1967119892788416545,1967119892788416529,2025-09-13 13:55:04,2025-10-14 13:55:04,29,v2.2
1967119897389568284,1967119892788416560,1967119892788416522,2025-09-13 13:55:04,2025-09-21 13:55:04,68,v2.1
1967119897389568285,1967119892788416560,1967119892788416522,2025-09-13 13:55:04,2025-09-28 13:55:04,57,v2.5
1967119897389568286,1967119892788416560,1967119892788416522,2025-09-13 13:55:04,2025-10-14 13:55:04,22,v2.1
1967119897389568287,1967119892788416560,1967119892788416523,2025-09-13 13:55:04,2025-09-21 13:55:04,62,v2.1
