id,voucher_id,customer_id,sale_order_id,applied_value,created_at,created_by,updated_at,updated_by,deleted
1967119897548951554,1967119892951994384,1967119892859719696,SO20250904000883,150000,2025-09-04 04:27:04,1967119892956188683,2025-09-04 04:41:04,1967119892956188684,False
1967119897548951555,1967119892956188676,1967119892868108300,SO20250905000891,50000,2025-09-05 21:24:04,1967119892956188684,2025-09-05 21:26:04,1967119892956188678,False
1967119897548951556,1967119892951994381,1967119892901662736,SO20250905000895,200000,2025-09-05 01:13:04,1967119892956188684,2025-09-05 01:20:04,1967119892956188682,False
1967119897548951557,1967119892951994381,1967119892838748367,SO20250906000919,200000,2025-09-06 14:20:04,1967119892956188680,2025-09-06 14:21:04,1967119892956188685,False
1967119897548951558,1967119892951994381,1967119892935217162,SO20250906000931,24790,2025-09-06 21:10:04,1967119892956188680,2025-09-06 21:13:04,1967119892956188681,False
1967119897548951559,1967119892951994384,1967119892918439954,SO20250906000932,19237,2025-09-06 08:21:04,1967119892956188683,2025-09-06 08:26:04,1967119892956188683,False
1967119897548951560,1967119892956188676,1967119892893274121,SO20250907000941,50000,2025-09-07 09:47:04,1967119892956188684,2025-09-07 09:50:04,1967119892956188679,False
1967119897548951561,1967119892951994381,1967119892859719702,SO20250907000945,85072,2025-09-07 13:16:04,1967119892956188681,2025-09-07 13:29:04,1967119892956188682,False
1967119897548951562,1967119892951994384,1967119892855525387,SO20250908000949,29229,2025-09-08 16:22:04,1967119892956188681,2025-09-08 16:28:04,1967119892956188680,False
1967119897548951563,1967119892951994381,1967119892859719687,SO20250908000950,74863,2025-09-08 09:27:04,1967119892956188684,2025-09-08 09:36:04,1967119892956188681,False
1967119897548951564,1967119892951994384,1967119892838748338,SO20250908000957,150000,2025-09-08 00:05:04,1967119892956188683,2025-09-08 00:14:04,1967119892956188681,False
1967119897548951565,1967119892951994384,1967119892943605768,SO20250909000963,150000,2025-09-09 19:46:04,1967119892956188682,2025-09-09 19:51:04,1967119892956188680,False
1967119897548951566,1967119892951994381,1967119892838748339,SO20250912001000,165037,2025-09-12 04:17:04,1967119892956188679,2025-09-12 04:26:04,1967119892956188681,False
1967119897548951567,1967119892951994381,1967119892918439946,SO20250913001010,198559,2025-09-13 09:47:04,1967119892956188678,2025-09-13 09:52:04,1967119892956188678,False
1967119897548951568,1967119892951994381,1967119892838748346,SO20250913001011,55870,2025-09-13 20:27:04,1967119892956188684,2025-09-13 20:36:04,1967119892956188679,False
1967119897548951569,1967119892951994381,1967119892838748370,SO20250913001019,200000,2025-09-13 08:21:04,1967119892956188681,2025-09-13 08:36:04,1967119892956188683,False
1967119897548951570,1967119892951994388,1967119892838748338,SO20250913001021,500000,2025-09-13 14:27:04,1967119892956188678,2025-09-13 14:29:04,1967119892956188682,False
1967119897548951571,1967119892951994393,1967119892838748366,SO20250914001045,300000,2025-09-14 08:13:04,1967119892956188681,2025-09-14 08:25:04,1967119892956188681,False
1967119897548951572,1967119892956188676,1967119892838748328,SO20250915001053,50000,2025-09-15 06:03:04,1967119892956188681,2025-09-15 06:10:04,1967119892956188682,False
1967119897548951573,1967119892951994381,1967119892897468420,SO20250915001059,8620,2025-09-15 03:23:04,1967119892956188678,2025-09-15 03:38:04,1967119892956188682,False
1967119897548951574,1967119892951994381,1967119892838748362,SO20250917001069,45237,2025-09-17 20:10:04,1967119892956188684,2025-09-17 20:25:04,1967119892956188678,False
1967119897548951575,1967119892951994393,1967119892838748343,SO20250917001074,300000,2025-09-17 04:04:04,1967119892956188679,2025-09-17 04:13:04,1967119892956188683,False
1967119897561534464,1967119892956188676,1967119892859719689,SO20250917001077,50000,2025-09-17 00:52:04,1967119892956188682,2025-09-17 00:56:04,1967119892956188680,False
1967119897561534465,1967119892951994381,1967119892905857043,SO20250919001090,200000,2025-09-19 08:44:04,1967119892956188682,2025-09-19 08:58:04,1967119892956188680,False
1967119897561534466,1967119892951994381,1967119892838748347,SO20250919001094,168661,2025-09-19 08:17:04,1967119892956188679,2025-09-19 08:30:04,1967119892956188682,False
1967119897565728768,1967119892956188676,1967119892901662742,SO20250919001095,50000,2025-09-19 14:26:04,1967119892956188682,2025-09-19 14:41:04,1967119892956188680,False
