id,batch_id,store_id,status,version,created_at,created_by,updated_at,updated_by,deleted
1967119892830359584,1967119892788416608,1967119892788416527,INACTIVE,6,2025-04-20 23:55:04,1,2025-05-18 23:55:04,1,False
1967119892830359585,1967119892788416609,1967119892788416528,ACTIVE,11,2025-04-21 07:55:04,1,2025-05-24 07:55:04,1,False
1967119892830359586,1967119892788416609,1967119892788416524,INACTIVE,8,2025-04-21 07:55:04,1,2025-04-29 07:55:04,1,False
1967119892830359587,1967119892788416610,1967119892788416527,INACTIVE,5,2025-04-21 01:55:04,1,2025-06-02 01:55:04,1,False
1967119892830359588,1967119892788416611,1967119892788416525,INACTIVE,13,2025-04-21 05:55:04,1,2025-09-14 05:55:04,1,False
1967119892830359589,1967119892788416611,1967119892788416526,INACTIVE,0,2025-04-21 05:55:04,1,2025-08-26 05:55:04,1,False
1967119892830359590,1967119892788416611,1967119892788416522,INACTIVE,17,2025-04-21 05:55:04,1,2025-06-21 05:55:04,1,False
1967119892830359591,1967119892788416611,1967119892788416524,ACTIVE,7,2025-04-21 05:55:04,1,2025-08-15 05:55:04,1,False
1967119892830359592,1967119892788416611,1967119892788416527,ACTIVE,11,2025-04-21 05:55:04,1,2025-08-20 05:55:04,1,False
1967119892830359593,1967119892788416612,1967119892788416527,ACTIVE,6,2025-04-28 07:55:04,1,2025-08-16 07:55:04,1,False
1967119892830359594,1967119892788416612,1967119892788416522,INACTIVE,13,2025-04-28 07:55:04,1,2025-08-31 07:55:04,1,False
1967119892830359595,1967119892788416612,1967119892788416525,ACTIVE,13,2025-04-28 07:55:04,1,2025-07-08 07:55:04,1,False
1967119892830359596,1967119892788416612,1967119892788416526,ACTIVE,6,2025-04-28 07:55:04,1,2025-08-08 07:55:04,1,False
1967119892830359597,1967119892788416613,1967119892788416523,ACTIVE,18,2025-04-28 06:55:04,1,2025-09-13 06:55:04,1,False
1967119892830359598,1967119892788416614,1967119892788416523,ACTIVE,2,2025-04-28 07:55:04,1,2025-05-12 07:55:04,1,False
1967119892830359599,1967119892788416615,1967119892788416528,ACTIVE,6,2025-04-28 03:55:04,1,2025-05-09 03:55:04,1,False
1967119892830359600,1967119892788416615,1967119892788416527,ACTIVE,5,2025-04-28 03:55:04,1,2025-05-31 03:55:04,1,False
1967119892830359601,1967119892788416615,1967119892788416524,INACTIVE,7,2025-04-28 03:55:04,1,2025-07-24 03:55:04,1,False
1967119892830359602,1967119892788416616,1967119892788416526,INACTIVE,15,2025-05-05 05:55:04,1,2025-05-09 05:55:04,1,False
1967119892830359603,1967119892788416616,1967119892788416523,INACTIVE,5,2025-05-05 05:55:04,1,2025-08-25 05:55:04,1,False
1967119892830359604,1967119892788416616,1967119892788416529,INACTIVE,1,2025-05-05 05:55:04,1,2025-08-27 05:55:04,1,False
1967119892830359605,1967119892788416616,1967119892788416527,INACTIVE,15,2025-05-05 05:55:04,1,2025-07-02 05:55:04,1,False
1967119892830359606,1967119892788416616,1967119892788416524,ACTIVE,14,2025-05-05 05:55:04,1,2025-07-27 05:55:04,1,False
1967119892830359607,1967119892788416617,1967119892788416527,ACTIVE,6,2025-05-05 07:55:04,1,2025-06-12 07:55:04,1,False
1967119892830359608,1967119892788416617,1967119892788416528,ACTIVE,18,2025-05-05 07:55:04,1,2025-07-19 07:55:04,1,False
1967119892830359609,1967119892788416618,1967119892788416526,INACTIVE,18,2025-05-05 02:55:04,1,2025-06-12 02:55:04,1,False
1967119892830359610,1967119892788416618,1967119892788416525,INACTIVE,18,2025-05-05 02:55:04,1,2025-07-23 02:55:04,1,False
1967119892830359611,1967119892788416618,1967119892788416527,ACTIVE,6,2025-05-05 02:55:04,1,2025-07-22 02:55:04,1,False
1967119892830359612,1967119892788416619,1967119892788416529,INACTIVE,6,2025-05-04 23:55:04,1,2025-08-09 23:55:04,1,False
1967119892830359613,1967119892788416619,1967119892788416528,INACTIVE,8,2025-05-04 23:55:04,1,2025-07-04 23:55:04,1,False
1967119892830359614,1967119892788416620,1967119892788416525,ACTIVE,11,2025-05-12 06:55:04,1,2025-08-02 06:55:04,1,False
1967119892830359615,1967119892788416621,1967119892788416528,ACTIVE,7,2025-05-12 05:55:04,1,2025-05-18 05:55:04,1,False
1967119892830359616,1967119892788416621,1967119892788416527,ACTIVE,15,2025-05-12 05:55:04,1,2025-05-15 05:55:04,1,False
1967119892830359617,1967119892788416621,1967119892788416522,ACTIVE,12,2025-05-12 05:55:04,1,2025-06-26 05:55:04,1,False
1967119892830359618,1967119892788416622,1967119892788416529,EXPIRED,11,2025-05-12 00:55:04,1,2025-05-23 00:55:04,1,False
1967119892830359619,1967119892788416622,1967119892788416528,EXPIRED,10,2025-05-12 00:55:04,1,2025-05-29 00:55:04,1,False
1967119892830359620,1967119892788416622,1967119892788416524,INACTIVE,17,2025-05-12 00:55:04,1,2025-05-21 00:55:04,1,False
1967119892830359621,1967119892788416622,1967119892788416525,INACTIVE,6,2025-05-12 00:55:04,1,2025-06-13 00:55:04,1,False
1967119892830359622,1967119892788416623,1967119892788416526,INACTIVE,0,2025-05-12 03:55:04,1,2025-08-06 03:55:04,1,False
1967119892830359623,1967119892788416623,1967119892788416525,ACTIVE,1,2025-05-12 03:55:04,1,2025-07-06 03:55:04,1,False
1967119892830359624,1967119892788416624,1967119892788416529,INACTIVE,17,2025-05-12 02:55:04,1,2025-05-25 02:55:04,1,False
1967119892830359625,1967119892788416624,1967119892788416526,ACTIVE,15,2025-05-12 02:55:04,1,2025-07-14 02:55:04,1,False
1967119892830359626,1967119892788416625,1967119892788416528,ACTIVE,6,2025-05-18 23:55:04,1,2025-08-26 23:55:04,1,False
1967119892830359627,1967119892788416626,1967119892788416528,EXPIRED,13,2025-05-18 22:55:04,1,2025-07-29 22:55:04,1,False
1967119892830359628,1967119892788416627,1967119892788416523,EXPIRED,8,2025-05-18 21:55:04,1,2025-08-01 21:55:04,1,False
1967119892830359629,1967119892788416628,1967119892788416528,ACTIVE,11,2025-05-18 21:55:04,1,2025-06-03 21:55:04,1,False
1967119892830359630,1967119892788416628,1967119892788416522,ACTIVE,2,2025-05-18 21:55:04,1,2025-06-27 21:55:04,1,False
1967119892830359631,1967119892788416629,1967119892788416529,ACTIVE,2,2025-05-19 04:55:04,1,2025-07-04 04:55:04,1,False
1967119892830359632,1967119892788416629,1967119892788416527,ACTIVE,8,2025-05-19 04:55:04,1,2025-06-26 04:55:04,1,False
1967119892830359633,1967119892788416629,1967119892788416523,INACTIVE,15,2025-05-19 04:55:04,1,2025-06-09 04:55:04,1,False
1967119892830359634,1967119892788416630,1967119892788416525,ACTIVE,1,2025-05-26 04:55:04,1,2025-06-18 04:55:04,1,False
1967119892830359635,1967119892788416630,1967119892788416526,INACTIVE,15,2025-05-26 04:55:04,1,2025-06-06 04:55:04,1,False
1967119892830359636,1967119892788416631,1967119892788416522,ACTIVE,3,2025-05-26 02:55:04,1,2025-07-14 02:55:04,1,False
1967119892830359637,1967119892788416631,1967119892788416527,ACTIVE,5,2025-05-26 02:55:04,1,2025-08-26 02:55:04,1,False
1967119892830359638,1967119892788416632,1967119892788416526,ACTIVE,4,2025-05-26 05:55:04,1,2025-07-06 05:55:04,1,False
1967119892830359639,1967119892788416632,1967119892788416527,EXPIRED,15,2025-05-26 05:55:04,1,2025-08-31 05:55:04,1,False
1967119892830359640,1967119892788416632,1967119892788416524,EXPIRED,6,2025-05-26 05:55:04,1,2025-07-30 05:55:04,1,False
1967119892830359641,1967119892788416632,1967119892788416525,INACTIVE,6,2025-05-26 05:55:04,1,2025-08-12 05:55:04,1,False
1967119892830359642,1967119892788416632,1967119892788416522,ACTIVE,0,2025-05-26 05:55:04,1,2025-05-28 05:55:04,1,False
1967119892830359643,1967119892788416633,1967119892788416522,INACTIVE,7,2025-05-26 03:55:04,1,2025-06-19 03:55:04,1,False
1967119892830359644,1967119892788416633,1967119892788416527,INACTIVE,0,2025-05-26 03:55:04,1,2025-06-22 03:55:04,1,False
1967119892830359645,1967119892788416634,1967119892788416527,EXPIRED,15,2025-05-26 06:55:04,1,2025-05-29 06:55:04,1,False
1967119892830359646,1967119892788416634,1967119892788416528,INACTIVE,0,2025-05-26 06:55:04,1,2025-09-12 06:55:04,1,False
1967119892830359647,1967119892788416635,1967119892788416522,INACTIVE,14,2025-06-02 01:55:04,1,2025-06-28 01:55:04,1,False
1967119892834553856,1967119892788416635,1967119892788416523,INACTIVE,0,2025-06-02 01:55:04,1,2025-06-06 01:55:04,1,False
1967119892834553857,1967119892788416635,1967119892788416528,ACTIVE,7,2025-06-02 01:55:04,1,2025-06-29 01:55:04,1,False
1967119892834553858,1967119892788416635,1967119892788416529,INACTIVE,8,2025-06-02 01:55:04,1,2025-08-19 01:55:04,1,False
1967119892834553859,1967119892788416635,1967119892788416526,INACTIVE,5,2025-06-02 01:55:04,1,2025-06-16 01:55:04,1,False
1967119892834553860,1967119892788416636,1967119892788416522,INACTIVE,1,2025-06-02 00:55:04,1,2025-08-13 00:55:04,1,False
1967119892834553861,1967119892788416636,1967119892788416523,INACTIVE,13,2025-06-02 00:55:04,1,2025-07-30 00:55:04,1,False
1967119892834553862,1967119892788416636,1967119892788416527,ACTIVE,13,2025-06-02 00:55:04,1,2025-07-03 00:55:04,1,False
1967119892834553863,1967119892788416637,1967119892788416528,INACTIVE,11,2025-06-02 01:55:04,1,2025-06-02 01:55:04,1,False
1967119892834553864,1967119892788416637,1967119892788416529,ACTIVE,10,2025-06-02 01:55:04,1,2025-07-10 01:55:04,1,False
1967119892834553865,1967119892788416638,1967119892788416522,ACTIVE,8,2025-06-01 23:55:04,1,2025-08-20 23:55:04,1,False
1967119892834553866,1967119892788416639,1967119892788416527,ACTIVE,8,2025-06-02 06:55:04,1,2025-08-28 06:55:04,1,False
1967119892834553867,1967119892788416639,1967119892788416528,ACTIVE,5,2025-06-02 06:55:04,1,2025-09-11 06:55:04,1,False
1967119892834553868,1967119892788416639,1967119892788416524,ACTIVE,9,2025-06-02 06:55:04,1,2025-08-26 06:55:04,1,False
1967119892834553869,1967119892788416639,1967119892788416529,EXPIRED,7,2025-06-02 06:55:04,1,2025-07-26 06:55:04,1,False
1967119892834553870,1967119892788416640,1967119892788416528,ACTIVE,6,2025-06-09 03:55:04,1,2025-07-14 03:55:04,1,False
1967119892834553871,1967119892788416640,1967119892788416524,INACTIVE,13,2025-06-09 03:55:04,1,2025-08-22 03:55:04,1,False
1967119892834553872,1967119892788416640,1967119892788416529,INACTIVE,2,2025-06-09 03:55:04,1,2025-07-05 03:55:04,1,False
1967119892834553873,1967119892788416640,1967119892788416527,INACTIVE,12,2025-06-09 03:55:04,1,2025-08-22 03:55:04,1,False
1967119892834553874,1967119892788416640,1967119892788416526,ACTIVE,7,2025-06-09 03:55:04,1,2025-08-29 03:55:04,1,False
1967119892834553875,1967119892788416641,1967119892788416527,EXPIRED,11,2025-06-09 04:55:04,1,2025-06-22 04:55:04,1,False
1967119892834553876,1967119892788416642,1967119892788416526,INACTIVE,0,2025-06-09 03:55:04,1,2025-06-10 03:55:04,1,False
1967119892834553877,1967119892788416642,1967119892788416522,INACTIVE,3,2025-06-09 03:55:04,1,2025-08-05 03:55:04,1,False
1967119892834553878,1967119892788416643,1967119892788416529,EXPIRED,9,2025-06-09 02:55:04,1,2025-08-28 02:55:04,1,False
1967119892834553879,1967119892788416644,1967119892788416526,ACTIVE,13,2025-06-09 04:55:04,1,2025-08-04 04:55:04,1,False
1967119892834553880,1967119892788416645,1967119892788416524,EXPIRED,0,2025-06-15 23:55:04,1,2025-06-17 23:55:04,1,False
1967119892834553881,1967119892788416645,1967119892788416525,ACTIVE,2,2025-06-15 23:55:04,1,2025-07-08 23:55:04,1,False
1967119892834553882,1967119892788416645,1967119892788416527,ACTIVE,10,2025-06-15 23:55:04,1,2025-07-13 23:55:04,1,False
1967119892834553883,1967119892788416646,1967119892788416528,INACTIVE,11,2025-06-16 05:55:04,1,2025-07-01 05:55:04,1,False
1967119892834553884,1967119892788416646,1967119892788416525,ACTIVE,4,2025-06-16 05:55:04,1,2025-08-17 05:55:04,1,False
1967119892834553885,1967119892788416647,1967119892788416524,INACTIVE,8,2025-06-16 06:55:04,1,2025-08-30 06:55:04,1,False
1967119892834553886,1967119892788416647,1967119892788416527,ACTIVE,9,2025-06-16 06:55:04,1,2025-08-29 06:55:04,1,False
1967119892834553887,1967119892788416648,1967119892788416524,ACTIVE,1,2025-06-16 05:55:04,1,2025-07-04 05:55:04,1,False
1967119892834553888,1967119892788416648,1967119892788416525,INACTIVE,6,2025-06-16 05:55:04,1,2025-08-04 05:55:04,1,False
1967119892834553889,1967119892788416648,1967119892788416522,ACTIVE,12,2025-06-16 05:55:04,1,2025-06-18 05:55:04,1,False
1967119892834553890,1967119892788416649,1967119892788416527,ACTIVE,7,2025-06-16 05:55:04,1,2025-09-08 05:55:04,1,False
1967119892834553891,1967119892788416649,1967119892788416523,ACTIVE,9,2025-06-16 05:55:04,1,2025-09-09 05:55:04,1,False
1967119892834553892,1967119892788416650,1967119892788416527,INACTIVE,4,2025-06-23 05:55:04,1,2025-08-04 05:55:04,1,False
1967119892834553893,1967119892788416650,1967119892788416529,INACTIVE,7,2025-06-23 05:55:04,1,2025-09-11 05:55:04,1,False
1967119892834553894,1967119892788416650,1967119892788416523,ACTIVE,1,2025-06-23 05:55:04,1,2025-07-04 05:55:04,1,False
1967119892834553895,1967119892788416651,1967119892788416526,ACTIVE,0,2025-06-23 07:55:04,1,2025-08-31 07:55:04,1,False
1967119892834553896,1967119892788416651,1967119892788416527,INACTIVE,5,2025-06-23 07:55:04,1,2025-07-17 07:55:04,1,False
1967119892834553897,1967119892788416652,1967119892788416525,ACTIVE,3,2025-06-22 21:55:04,1,2025-06-25 21:55:04,1,False
1967119892834553898,1967119892788416652,1967119892788416526,ACTIVE,4,2025-06-22 21:55:04,1,2025-07-20 21:55:04,1,False
1967119892834553899,1967119892788416653,1967119892788416527,ACTIVE,9,2025-06-23 06:55:04,1,2025-06-27 06:55:04,1,False
1967119892834553900,1967119892788416653,1967119892788416522,ACTIVE,5,2025-06-23 06:55:04,1,2025-08-04 06:55:04,1,False
1967119892834553901,1967119892788416653,1967119892788416528,ACTIVE,6,2025-06-23 06:55:04,1,2025-09-01 06:55:04,1,False
1967119892834553902,1967119892788416653,1967119892788416523,ACTIVE,9,2025-06-23 06:55:04,1,2025-08-30 06:55:04,1,False
1967119892834553903,1967119892788416654,1967119892788416524,ACTIVE,5,2025-06-23 06:55:04,1,2025-09-14 06:55:04,1,False
1967119892834553904,1967119892788416654,1967119892788416523,ACTIVE,9,2025-06-23 06:55:04,1,2025-09-11 06:55:04,1,False
1967119892834553905,1967119892788416654,1967119892788416525,ACTIVE,2,2025-06-23 06:55:04,1,2025-07-29 06:55:04,1,False
1967119892834553906,1967119892788416655,1967119892788416524,INACTIVE,9,2025-06-23 01:55:04,1,2025-08-30 01:55:04,1,False
1967119892834553907,1967119892788416656,1967119892788416524,INACTIVE,7,2025-06-30 00:55:04,1,2025-09-02 00:55:04,1,False
1967119892834553908,1967119892788416656,1967119892788416529,ACTIVE,7,2025-06-30 00:55:04,1,2025-07-07 00:55:04,1,False
1967119892834553909,1967119892788416657,1967119892788416524,ACTIVE,6,2025-06-30 06:55:04,1,2025-08-18 06:55:04,1,False
1967119892834553910,1967119892788416657,1967119892788416527,INACTIVE,1,2025-06-30 06:55:04,1,2025-07-11 06:55:04,1,False
1967119892834553911,1967119892788416657,1967119892788416528,ACTIVE,5,2025-06-30 06:55:04,1,2025-07-25 06:55:04,1,False
1967119892834553912,1967119892788416658,1967119892788416524,EXPIRED,9,2025-06-30 05:55:04,1,2025-07-17 05:55:04,1,False
1967119892834553913,1967119892788416658,1967119892788416527,INACTIVE,6,2025-06-30 05:55:04,1,2025-07-09 05:55:04,1,False
1967119892834553914,1967119892788416659,1967119892788416523,EXPIRED,0,2025-06-30 06:55:04,1,2025-07-14 06:55:04,1,False
1967119892834553915,1967119892788416659,1967119892788416525,ACTIVE,7,2025-06-30 06:55:04,1,2025-07-08 06:55:04,1,False
1967119892834553916,1967119892788416659,1967119892788416522,ACTIVE,6,2025-06-30 06:55:04,1,2025-09-08 06:55:04,1,False
1967119892834553917,1967119892788416659,1967119892788416527,INACTIVE,8,2025-06-30 06:55:04,1,2025-07-11 06:55:04,1,False
1967119892834553918,1967119892788416659,1967119892788416528,INACTIVE,10,2025-06-30 06:55:04,1,2025-08-03 06:55:04,1,False
1967119892834553919,1967119892788416660,1967119892788416523,ACTIVE,1,2025-06-30 03:55:04,1,2025-08-17 03:55:04,1,False
1967119892834553920,1967119892788416661,1967119892788416523,INACTIVE,6,2025-06-29 23:55:04,1,2025-07-24 23:55:04,1,False
1967119892834553921,1967119892788416661,1967119892788416527,ACTIVE,10,2025-06-29 23:55:04,1,2025-08-11 23:55:04,1,False
1967119892834553922,1967119892788416662,1967119892788416522,ACTIVE,0,2025-07-07 00:55:04,1,2025-08-27 00:55:04,1,False
1967119892834553923,1967119892788416662,1967119892788416525,INACTIVE,5,2025-07-07 00:55:04,1,2025-07-20 00:55:04,1,False
1967119892834553924,1967119892788416663,1967119892788416523,ACTIVE,4,2025-07-07 02:55:04,1,2025-08-30 02:55:04,1,False
1967119892834553925,1967119892788416663,1967119892788416522,ACTIVE,0,2025-07-07 02:55:04,1,2025-07-16 02:55:04,1,False
1967119892834553926,1967119892788416664,1967119892788416522,ACTIVE,5,2025-07-07 01:55:04,1,2025-08-29 01:55:04,1,False
1967119892834553927,1967119892788416664,1967119892788416529,ACTIVE,5,2025-07-07 01:55:04,1,2025-07-25 01:55:04,1,False
1967119892834553928,1967119892788416664,1967119892788416528,ACTIVE,3,2025-07-07 01:55:04,1,2025-07-18 01:55:04,1,False
1967119892834553929,1967119892788416664,1967119892788416527,EXPIRED,0,2025-07-07 01:55:04,1,2025-08-22 01:55:04,1,False
1967119892834553930,1967119892788416665,1967119892788416526,ACTIVE,0,2025-07-06 23:55:04,1,2025-08-17 23:55:04,1,False
1967119892834553931,1967119892788416665,1967119892788416523,ACTIVE,4,2025-07-06 23:55:04,1,2025-08-04 23:55:04,1,False
1967119892834553932,1967119892788416665,1967119892788416528,ACTIVE,2,2025-07-06 23:55:04,1,2025-08-13 23:55:04,1,False
1967119892838748160,1967119892788416666,1967119892788416524,ACTIVE,3,2025-07-06 21:55:04,1,2025-08-10 21:55:04,1,False
1967119892838748161,1967119892788416666,1967119892788416528,ACTIVE,1,2025-07-06 21:55:04,1,2025-09-11 21:55:04,1,False
1967119892838748162,1967119892788416667,1967119892788416524,ACTIVE,8,2025-07-07 02:55:04,1,2025-07-18 02:55:04,1,False
1967119892838748163,1967119892788416667,1967119892788416525,INACTIVE,8,2025-07-07 02:55:04,1,2025-07-21 02:55:04,1,False
1967119892838748164,1967119892788416667,1967119892788416528,ACTIVE,8,2025-07-07 02:55:04,1,2025-07-21 02:55:04,1,False
1967119892838748165,1967119892788416667,1967119892788416526,ACTIVE,3,2025-07-07 02:55:04,1,2025-07-07 02:55:04,1,False
1967119892838748166,1967119892788416667,1967119892788416527,ACTIVE,1,2025-07-07 02:55:04,1,2025-07-16 02:55:04,1,False
1967119892838748167,1967119892788416668,1967119892788416529,ACTIVE,5,2025-07-13 23:55:04,1,2025-09-08 23:55:04,1,False
1967119892838748168,1967119892788416668,1967119892788416523,ACTIVE,7,2025-07-13 23:55:04,1,2025-07-19 23:55:04,1,False
1967119892838748169,1967119892788416669,1967119892788416529,ACTIVE,6,2025-07-13 23:55:04,1,2025-09-12 23:55:04,1,False
1967119892838748170,1967119892788416669,1967119892788416525,INACTIVE,0,2025-07-13 23:55:04,1,2025-07-20 23:55:04,1,False
1967119892838748171,1967119892788416669,1967119892788416524,INACTIVE,8,2025-07-13 23:55:04,1,2025-08-17 23:55:04,1,False
1967119892838748172,1967119892788416670,1967119892788416528,EXPIRED,6,2025-07-14 02:55:04,1,2025-08-11 02:55:04,1,False
1967119892838748173,1967119892788416670,1967119892788416524,ACTIVE,1,2025-07-14 02:55:04,1,2025-09-02 02:55:04,1,False
1967119892838748174,1967119892788416670,1967119892788416522,INACTIVE,1,2025-07-14 02:55:04,1,2025-08-25 02:55:04,1,False
1967119892838748175,1967119892788416670,1967119892788416527,ACTIVE,3,2025-07-14 02:55:04,1,2025-08-14 02:55:04,1,False
1967119892838748176,1967119892788416670,1967119892788416523,ACTIVE,0,2025-07-14 02:55:04,1,2025-07-19 02:55:04,1,False
1967119892838748177,1967119892788416671,1967119892788416523,ACTIVE,5,2025-07-13 21:55:04,1,2025-07-14 21:55:04,1,False
1967119892838748178,1967119892788416671,1967119892788416522,INACTIVE,4,2025-07-13 21:55:04,1,2025-07-28 21:55:04,1,False
1967119892838748179,1967119892788416671,1967119892788416527,ACTIVE,3,2025-07-13 21:55:04,1,2025-07-28 21:55:04,1,False
1967119892838748180,1967119892788416672,1967119892788416523,ACTIVE,1,2025-07-14 00:55:04,1,2025-07-25 00:55:04,1,False
1967119892838748181,1967119892788416672,1967119892788416526,ACTIVE,6,2025-07-14 00:55:04,1,2025-09-06 00:55:04,1,False
1967119892838748182,1967119892788416672,1967119892788416527,ACTIVE,0,2025-07-14 00:55:04,1,2025-08-25 00:55:04,1,False
1967119892838748183,1967119892788416672,1967119892788416522,ACTIVE,7,2025-07-14 00:55:04,1,2025-07-19 00:55:04,1,False
1967119892838748184,1967119892788416672,1967119892788416525,ACTIVE,8,2025-07-14 00:55:04,1,2025-08-20 00:55:04,1,False
1967119892838748185,1967119892788416673,1967119892788416525,ACTIVE,5,2025-07-13 23:55:04,1,2025-07-21 23:55:04,1,False
1967119892838748186,1967119892788416673,1967119892788416523,ACTIVE,1,2025-07-13 23:55:04,1,2025-08-21 23:55:04,1,False
1967119892838748187,1967119892788416673,1967119892788416522,ACTIVE,6,2025-07-13 23:55:04,1,2025-07-17 23:55:04,1,False
1967119892838748188,1967119892788416674,1967119892788416522,EXPIRED,0,2025-07-21 03:55:04,1,2025-09-08 03:55:04,1,False
1967119892838748189,1967119892788416674,1967119892788416529,ACTIVE,1,2025-07-21 03:55:04,1,2025-08-03 03:55:04,1,False
1967119892838748190,1967119892788416674,1967119892788416523,ACTIVE,5,2025-07-21 03:55:04,1,2025-07-26 03:55:04,1,False
1967119892838748191,1967119892788416675,1967119892788416529,EXPIRED,6,2025-07-21 01:55:04,1,2025-08-02 01:55:04,1,False
1967119892838748192,1967119892788416675,1967119892788416528,ACTIVE,0,2025-07-21 01:55:04,1,2025-09-09 01:55:04,1,False
1967119892838748193,1967119892788416676,1967119892788416527,INACTIVE,7,2025-07-21 06:55:04,1,2025-08-31 06:55:04,1,False
1967119892838748194,1967119892788416676,1967119892788416522,ACTIVE,2,2025-07-21 06:55:04,1,2025-07-25 06:55:04,1,False
1967119892838748195,1967119892788416676,1967119892788416529,INACTIVE,1,2025-07-21 06:55:04,1,2025-09-04 06:55:04,1,False
1967119892838748196,1967119892788416677,1967119892788416528,INACTIVE,3,2025-07-20 22:55:04,1,2025-08-23 22:55:04,1,False
1967119892838748197,1967119892788416677,1967119892788416526,ACTIVE,4,2025-07-20 22:55:04,1,2025-08-16 22:55:04,1,False
1967119892838748198,1967119892788416677,1967119892788416529,EXPIRED,3,2025-07-20 22:55:04,1,2025-09-07 22:55:04,1,False
1967119892838748199,1967119892788416677,1967119892788416527,ACTIVE,6,2025-07-20 22:55:04,1,2025-08-17 22:55:04,1,False
1967119892838748200,1967119892788416677,1967119892788416524,ACTIVE,7,2025-07-20 22:55:04,1,2025-08-25 22:55:04,1,False
