id,batch_id,product_id,supplier_id,original_qty,import_price,manufacture_date,expiry_date,created_at,created_by,updated_at,updated_by,deleted
1967119892788416776,1967119892788416614,1967119892788416556,1967119892788416520,325,14367,2025-04-13 07:55:04,2026-02-11 07:55:04,2025-04-28 07:55:04,1,2025-04-28 12:55:04,1,False
1967119892788416777,1967119892788416615,1967119892788416563,1967119892788416517,299,31459,2025-04-16 03:55:04,2026-01-25 03:55:04,2025-04-28 03:55:04,1,2025-04-28 10:55:04,1,False
1967119892788416778,1967119892788416616,1967119892788416539,1967119892788416519,43,376835,2025-04-25 05:55:04,2025-04-29 05:55:04,2025-05-05 05:55:04,1,2025-05-05 11:55:04,1,False
1967119892788416779,1967119892788416616,1967119892788416542,1967119892788416519,87,200012,2025-04-21 05:55:04,2025-04-26 05:55:04,2025-05-05 05:55:04,1,2025-05-05 11:55:04,1,False
1967119892788416780,1967119892788416616,1967119892788416538,1967119892788416519,48,164486,2025-04-10 05:55:04,2025-04-16 05:55:04,2025-05-05 05:55:04,1,2025-05-05 11:55:04,1,False
1967119892788416781,1967119892788416617,1967119892788416554,1967119892788416517,259,41747,2025-04-15 07:55:04,2026-05-25 07:55:04,2025-05-05 07:55:04,1,2025-05-05 11:55:04,1,False
1967119892788416782,1967119892788416617,1967119892788416556,1967119892788416517,460,14367,2025-04-20 07:55:04,2026-08-03 07:55:04,2025-05-05 07:55:04,1,2025-05-05 11:55:04,1,False
1967119892788416783,1967119892788416618,1967119892788416575,1967119892788416513,217,94845,2025-04-16 02:55:04,2026-07-26 02:55:04,2025-05-05 02:55:04,1,2025-05-05 12:55:04,1,False
1967119892788416784,1967119892788416618,1967119892788416570,1967119892788416513,393,63701,2025-04-07 02:55:04,2027-04-14 02:55:04,2025-05-05 02:55:04,1,2025-05-05 12:55:04,1,False
1967119892788416785,1967119892788416618,1967119892788416572,1967119892788416513,195,86881,2025-04-06 02:55:04,2027-03-13 02:55:04,2025-05-05 02:55:04,1,2025-05-05 12:55:04,1,False
1967119892788416786,1967119892788416618,1967119892788416577,1967119892788416513,321,61022,2025-04-27 02:55:04,2027-08-02 02:55:04,2025-05-05 02:55:04,1,2025-05-05 12:55:04,1,False
1967119892788416787,1967119892788416619,1967119892788416564,1967119892788416520,196,19254,2025-04-27 23:55:04,2026-04-08 23:55:04,2025-05-04 23:55:04,1,2025-05-05 09:55:04,1,False
1967119892788416788,1967119892788416620,1967119892788416545,1967119892788416518,48,79693,2025-05-07 06:55:04,2025-05-12 06:55:04,2025-05-12 06:55:04,1,2025-05-12 08:55:04,1,False
1967119892788416789,1967119892788416621,1967119892788416591,1967119892788416517,18,1339857,2025-04-20 05:55:04,2029-12-17 05:55:04,2025-05-12 05:55:04,1,2025-05-12 09:55:04,1,False
1967119892788416790,1967119892788416622,1967119892788416586,1967119892788416513,11,1321538,2025-05-01 00:55:04,2029-02-10 00:55:04,2025-05-12 00:55:04,1,2025-05-12 11:55:04,1,False
1967119892788416791,1967119892788416622,1967119892788416590,1967119892788416513,23,1784410,2025-04-15 00:55:04,2030-01-19 00:55:04,2025-05-12 00:55:04,1,2025-05-12 11:55:04,1,False
1967119892788416792,1967119892788416623,1967119892788416577,1967119892788416513,468,61022,2025-05-04 03:55:04,2027-04-11 03:55:04,2025-05-12 03:55:04,1,2025-05-12 09:55:04,1,False
1967119892788416793,1967119892788416624,1967119892788416589,1967119892788416513,11,1072384,2025-04-21 02:55:04,2028-06-01 02:55:04,2025-05-12 02:55:04,1,2025-05-12 09:55:04,1,False
1967119892788416794,1967119892788416624,1967119892788416590,1967119892788416513,20,1784410,2025-05-10 02:55:04,2028-08-30 02:55:04,2025-05-12 02:55:04,1,2025-05-12 09:55:04,1,False
1967119892788416795,1967119892788416624,1967119892788416585,1967119892788416513,16,1244169,2025-04-14 02:55:04,2029-03-23 02:55:04,2025-05-12 02:55:04,1,2025-05-12 09:55:04,1,False
1967119892813582336,1967119892788416624,1967119892788416587,1967119892788416513,20,1209511,2025-05-01 02:55:04,2029-05-17 02:55:04,2025-05-12 02:55:04,1,2025-05-12 09:55:04,1,False
1967119892813582337,1967119892788416625,1967119892788416578,1967119892788416515,333,74235,2025-05-10 23:55:04,2027-10-17 23:55:04,2025-05-18 23:55:04,1,2025-05-19 11:55:04,1,False
1967119892813582338,1967119892788416625,1967119892788416580,1967119892788416515,120,961315,2025-05-08 23:55:04,2027-10-17 23:55:04,2025-05-18 23:55:04,1,2025-05-19 11:55:04,1,False
1967119892813582339,1967119892788416625,1967119892788416581,1967119892788416515,72,179379,2025-05-17 23:55:04,2028-01-20 23:55:04,2025-05-18 23:55:04,1,2025-05-19 11:55:04,1,False
1967119892813582340,1967119892788416626,1967119892788416588,1967119892788416514,27,1631430,2025-05-15 22:55:04,2030-03-13 22:55:04,2025-05-18 22:55:04,1,2025-05-19 10:55:04,1,False
1967119892813582341,1967119892788416626,1967119892788416585,1967119892788416514,7,1244169,2025-04-21 22:55:04,2029-03-21 22:55:04,2025-05-18 22:55:04,1,2025-05-19 10:55:04,1,False
1967119892813582342,1967119892788416627,1967119892788416563,1967119892788416516,139,31459,2025-05-13 21:55:04,2025-11-08 21:55:04,2025-05-18 21:55:04,1,2025-05-19 12:55:04,1,False
1967119892813582343,1967119892788416628,1967119892788416559,1967119892788416518,383,20336,2025-04-26 21:55:04,2026-03-21 21:55:04,2025-05-18 21:55:04,1,2025-05-19 09:55:04,1,False
1967119892813582344,1967119892788416628,1967119892788416555,1967119892788416518,490,14279,2025-05-01 21:55:04,2026-11-19 21:55:04,2025-05-18 21:55:04,1,2025-05-19 09:55:04,1,False
1967119892813582345,1967119892788416628,1967119892788416557,1967119892788416518,105,36069,2025-04-18 21:55:04,2027-01-09 21:55:04,2025-05-18 21:55:04,1,2025-05-19 09:55:04,1,False
1967119892813582346,1967119892788416628,1967119892788416548,1967119892788416518,133,52401,2025-05-16 21:55:04,2025-12-05 21:55:04,2025-05-18 21:55:04,1,2025-05-19 09:55:04,1,False
1967119892813582347,1967119892788416629,1967119892788416543,1967119892788416517,74,313913,2025-05-15 04:55:04,2025-05-16 04:55:04,2025-05-19 04:55:04,1,2025-05-19 11:55:04,1,False
1967119892813582348,1967119892788416629,1967119892788416545,1967119892788416517,100,79693,2025-04-25 04:55:04,2025-04-28 04:55:04,2025-05-19 04:55:04,1,2025-05-19 11:55:04,1,False
1967119892813582349,1967119892788416629,1967119892788416537,1967119892788416517,90,47110,2025-05-10 04:55:04,2025-05-15 04:55:04,2025-05-19 04:55:04,1,2025-05-19 11:55:04,1,False
1967119892813582350,1967119892788416630,1967119892788416588,1967119892788416517,25,1631430,2025-05-15 04:55:04,2029-03-28 04:55:04,2025-05-26 04:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582351,1967119892788416630,1967119892788416590,1967119892788416517,30,1784410,2025-05-17 04:55:04,2029-12-19 04:55:04,2025-05-26 04:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582352,1967119892788416631,1967119892788416578,1967119892788416521,168,74235,2025-04-28 02:55:04,2027-10-13 02:55:04,2025-05-26 02:55:04,1,2025-05-26 10:55:04,1,False
1967119892813582353,1967119892788416631,1967119892788416584,1967119892788416521,127,38407,2025-04-30 02:55:04,2028-04-28 02:55:04,2025-05-26 02:55:04,1,2025-05-26 10:55:04,1,False
1967119892813582354,1967119892788416631,1967119892788416583,1967119892788416521,303,512311,2025-05-24 02:55:04,2027-07-25 02:55:04,2025-05-26 02:55:04,1,2025-05-26 10:55:04,1,False
1967119892813582355,1967119892788416632,1967119892788416562,1967119892788416516,310,24224,2025-05-25 05:55:04,2026-04-04 05:55:04,2025-05-26 05:55:04,1,2025-05-26 10:55:04,1,False
1967119892813582356,1967119892788416633,1967119892788416545,1967119892788416517,45,79693,2025-05-03 03:55:04,2025-05-08 03:55:04,2025-05-26 03:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582357,1967119892788416633,1967119892788416546,1967119892788416517,57,64599,2025-05-01 03:55:04,2025-05-02 03:55:04,2025-05-26 03:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582358,1967119892788416633,1967119892788416540,1967119892788416517,26,43327,2025-05-12 03:55:04,2025-05-17 03:55:04,2025-05-26 03:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582359,1967119892788416634,1967119892788416577,1967119892788416513,129,61022,2025-05-18 06:55:04,2028-03-04 06:55:04,2025-05-26 06:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582360,1967119892788416634,1967119892788416571,1967119892788416513,84,67077,2025-05-08 06:55:04,2026-07-30 06:55:04,2025-05-26 06:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582361,1967119892788416634,1967119892788416576,1967119892788416513,254,51934,2025-05-12 06:55:04,2028-03-19 06:55:04,2025-05-26 06:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582362,1967119892788416634,1967119892788416569,1967119892788416513,235,26443,2025-05-12 06:55:04,2026-11-18 06:55:04,2025-05-26 06:55:04,1,2025-05-26 09:55:04,1,False
1967119892813582363,1967119892788416635,1967119892788416584,1967119892788416518,164,38407,2025-05-17 01:55:04,2028-03-27 01:55:04,2025-06-02 01:55:04,1,2025-06-02 08:55:04,1,False
1967119892813582364,1967119892788416636,1967119892788416570,1967119892788416519,108,63701,2025-05-27 00:55:04,2026-05-30 00:55:04,2025-06-02 00:55:04,1,2025-06-02 12:55:04,1,False
1967119892813582365,1967119892788416636,1967119892788416575,1967119892788416519,224,94845,2025-05-11 00:55:04,2028-03-20 00:55:04,2025-06-02 00:55:04,1,2025-06-02 12:55:04,1,False
1967119892813582366,1967119892788416637,1967119892788416575,1967119892788416519,166,94845,2025-05-18 01:55:04,2027-10-19 01:55:04,2025-06-02 01:55:04,1,2025-06-02 09:55:04,1,False
1967119892813582367,1967119892788416638,1967119892788416591,1967119892788416512,11,1339857,2025-05-08 23:55:04,2029-11-17 23:55:04,2025-06-01 23:55:04,1,2025-06-02 09:55:04,1,False
1967119892813582368,1967119892788416639,1967119892788416578,1967119892788416514,239,74235,2025-05-23 06:55:04,2028-01-10 06:55:04,2025-06-02 06:55:04,1,2025-06-02 09:55:04,1,False
1967119892813582369,1967119892788416639,1967119892788416582,1967119892788416514,356,579715,2025-05-05 06:55:04,2027-12-30 06:55:04,2025-06-02 06:55:04,1,2025-06-02 09:55:04,1,False
1967119892813582370,1967119892788416640,1967119892788416568,1967119892784222253,70,93868,2025-06-03 03:55:04,2026-07-25 03:55:04,2025-06-09 03:55:04,1,2025-06-09 08:55:04,1,False
1967119892813582371,1967119892788416641,1967119892788416556,1967119892788416516,125,14367,2025-05-10 04:55:04,2026-04-03 04:55:04,2025-06-09 04:55:04,1,2025-06-09 11:55:04,1,False
1967119892813582372,1967119892788416641,1967119892788416551,1967119892788416516,368,46936,2025-05-18 04:55:04,2026-08-19 04:55:04,2025-06-09 04:55:04,1,2025-06-09 11:55:04,1,False
1967119892813582373,1967119892788416642,1967119892788416580,1967119892788416515,177,961315,2025-05-28 03:55:04,2027-08-08 03:55:04,2025-06-09 03:55:04,1,2025-06-09 09:55:04,1,False
1967119892813582374,1967119892788416643,1967119892788416582,1967119892784222253,487,579715,2025-05-11 02:55:04,2027-08-18 02:55:04,2025-06-09 02:55:04,1,2025-06-09 08:55:04,1,False
1967119892813582375,1967119892788416644,1967119892788416540,1967119892788416514,80,43327,2025-05-10 04:55:04,2025-05-13 04:55:04,2025-06-09 04:55:04,1,2025-06-09 11:55:04,1,False
1967119892813582376,1967119892788416644,1967119892788416537,1967119892788416514,23,47110,2025-05-31 04:55:04,2025-06-02 04:55:04,2025-06-09 04:55:04,1,2025-06-09 11:55:04,1,False
1967119892813582377,1967119892788416645,1967119892788416561,1967119892788416517,426,15189,2025-05-25 23:55:04,2026-01-25 23:55:04,2025-06-15 23:55:04,1,2025-06-16 10:55:04,1,False
1967119892813582378,1967119892788416646,1967119892788416556,1967119892788416520,74,14367,2025-06-02 05:55:04,2027-05-26 05:55:04,2025-06-16 05:55:04,1,2025-06-16 09:55:04,1,False
1967119892813582379,1967119892788416647,1967119892788416561,1967119892788416520,412,15189,2025-05-19 06:55:04,2026-04-10 06:55:04,2025-06-16 06:55:04,1,2025-06-16 10:55:04,1,False
1967119892813582380,1967119892788416648,1967119892788416539,1967119892784222253,92,376835,2025-05-29 05:55:04,2025-06-05 05:55:04,2025-06-16 05:55:04,1,2025-06-16 09:55:04,1,False
1967119892813582381,1967119892788416648,1967119892788416547,1967119892784222253,23,421451,2025-06-09 05:55:04,2025-06-10 05:55:04,2025-06-16 05:55:04,1,2025-06-16 09:55:04,1,False
1967119892813582382,1967119892788416648,1967119892788416541,1967119892784222253,88,174609,2025-06-05 05:55:04,2025-06-09 05:55:04,2025-06-16 05:55:04,1,2025-06-16 09:55:04,1,False
1967119892813582383,1967119892788416648,1967119892788416546,1967119892784222253,70,64599,2025-06-10 05:55:04,2025-06-15 05:55:04,2025-06-16 05:55:04,1,2025-06-16 09:55:04,1,False
1967119892813582384,1967119892788416649,1967119892788416544,1967119892784222253,27,83586,2025-06-05 05:55:04,2025-06-07 05:55:04,2025-06-16 05:55:04,1,2025-06-16 12:55:04,1,False
1967119892813582385,1967119892788416649,1967119892788416542,1967119892784222253,22,200012,2025-06-09 05:55:04,2025-06-13 05:55:04,2025-06-16 05:55:04,1,2025-06-16 12:55:04,1,False
1967119892813582386,1967119892788416649,1967119892788416536,1967119892784222253,53,190755,2025-05-19 05:55:04,2025-05-20 05:55:04,2025-06-16 05:55:04,1,2025-06-16 12:55:04,1,False
1967119892813582387,1967119892788416649,1967119892788416537,1967119892784222253,23,47110,2025-05-27 05:55:04,2025-05-30 05:55:04,2025-06-16 05:55:04,1,2025-06-16 12:55:04,1,False
1967119892813582388,1967119892788416650,1967119892788416546,1967119892788416520,42,64599,2025-06-11 05:55:04,2025-06-13 05:55:04,2025-06-23 05:55:04,1,2025-06-23 08:55:04,1,False
1967119892813582389,1967119892788416650,1967119892788416539,1967119892788416520,46,376835,2025-06-04 05:55:04,2025-06-11 05:55:04,2025-06-23 05:55:04,1,2025-06-23 08:55:04,1,False
1967119892813582390,1967119892788416651,1967119892788416588,1967119892788416520,8,1631430,2025-05-24 07:55:04,2028-08-24 07:55:04,2025-06-23 07:55:04,1,2025-06-23 08:55:04,1,False
1967119892813582391,1967119892788416652,1967119892788416575,1967119892788416519,232,94845,2025-05-24 21:55:04,2028-04-26 21:55:04,2025-06-22 21:55:04,1,2025-06-23 09:55:04,1,False
1967119892813582392,1967119892788416652,1967119892788416568,1967119892788416519,135,93868,2025-06-21 21:55:04,2027-07-06 21:55:04,2025-06-22 21:55:04,1,2025-06-23 09:55:04,1,False
1967119892813582393,1967119892788416653,1967119892788416547,1967119892788416520,21,421451,2025-06-12 06:55:04,2025-06-18 06:55:04,2025-06-23 06:55:04,1,2025-06-23 10:55:04,1,False
1967119892817776640,1967119892788416654,1967119892788416557,1967119892788416517,70,36069,2025-05-25 06:55:04,2027-04-26 06:55:04,2025-06-23 06:55:04,1,2025-06-23 12:55:04,1,False
1967119892817776641,1967119892788416654,1967119892788416556,1967119892788416517,454,14367,2025-05-24 06:55:04,2025-12-27 06:55:04,2025-06-23 06:55:04,1,2025-06-23 12:55:04,1,False
1967119892817776642,1967119892788416654,1967119892788416555,1967119892788416517,363,14279,2025-06-15 06:55:04,2026-05-26 06:55:04,2025-06-23 06:55:04,1,2025-06-23 12:55:04,1,False
1967119892817776643,1967119892788416655,1967119892788416562,1967119892788416520,80,24224,2025-06-02 01:55:04,2025-12-31 01:55:04,2025-06-23 01:55:04,1,2025-06-23 10:55:04,1,False
1967119892817776644,1967119892788416656,1967119892788416545,1967119892788416517,38,79693,2025-06-21 00:55:04,2025-06-23 00:55:04,2025-06-30 00:55:04,1,2025-06-30 12:55:04,1,False
1967119892817776645,1967119892788416656,1967119892788416537,1967119892788416517,56,47110,2025-06-20 00:55:04,2025-06-22 00:55:04,2025-06-30 00:55:04,1,2025-06-30 12:55:04,1,False
1967119892817776646,1967119892788416657,1967119892788416560,1967119892788416518,107,31320,2025-06-10 06:55:04,2025-09-20 06:55:04,2025-06-30 06:55:04,1,2025-06-30 09:55:04,1,False
1967119892817776647,1967119892788416657,1967119892788416561,1967119892788416518,208,15189,2025-06-11 06:55:04,2025-10-09 06:55:04,2025-06-30 06:55:04,1,2025-06-30 09:55:04,1,False
1967119892817776648,1967119892788416658,1967119892788416557,1967119892788416514,453,36069,2025-06-18 05:55:04,2026-05-14 05:55:04,2025-06-30 05:55:04,1,2025-06-30 10:55:04,1,False
1967119892817776649,1967119892788416658,1967119892788416549,1967119892788416514,459,36768,2025-06-22 05:55:04,2026-01-20 05:55:04,2025-06-30 05:55:04,1,2025-06-30 10:55:04,1,False
1967119892817776650,1967119892788416658,1967119892788416555,1967119892788416514,398,14279,2025-06-23 05:55:04,2027-04-04 05:55:04,2025-06-30 05:55:04,1,2025-06-30 10:55:04,1,False
1967119892817776651,1967119892788416659,1967119892788416564,1967119892788416516,89,19254,2025-06-18 06:55:04,2026-04-02 06:55:04,2025-06-30 06:55:04,1,2025-06-30 09:55:04,1,False
1967119892817776652,1967119892788416660,1967119892788416539,1967119892788416513,29,376835,2025-06-02 03:55:04,2025-06-06 03:55:04,2025-06-30 03:55:04,1,2025-06-30 08:55:04,1,False
1967119892817776653,1967119892788416660,1967119892788416543,1967119892788416513,66,313913,2025-06-01 03:55:04,2025-06-05 03:55:04,2025-06-30 03:55:04,1,2025-06-30 08:55:04,1,False
1967119892817776654,1967119892788416661,1967119892788416562,1967119892788416520,121,24224,2025-06-16 23:55:04,2026-04-12 23:55:04,2025-06-29 23:55:04,1,2025-06-30 08:55:04,1,False
1967119892817776655,1967119892788416661,1967119892788416561,1967119892788416520,331,15189,2025-06-24 23:55:04,2025-12-03 23:55:04,2025-06-29 23:55:04,1,2025-06-30 08:55:04,1,False
1967119892817776656,1967119892788416662,1967119892788416537,1967119892788416518,29,47110,2025-06-11 00:55:04,2025-06-15 00:55:04,2025-07-07 00:55:04,1,2025-07-07 09:55:04,1,False
1967119892817776657,1967119892788416663,1967119892788416590,1967119892788416516,15,1784410,2025-06-07 02:55:04,2029-07-10 02:55:04,2025-07-07 02:55:04,1,2025-07-07 12:55:04,1,False
1967119892817776658,1967119892788416663,1967119892788416589,1967119892788416516,14,1072384,2025-06-08 02:55:04,2029-05-01 02:55:04,2025-07-07 02:55:04,1,2025-07-07 12:55:04,1,False
1967119892817776659,1967119892788416663,1967119892788416586,1967119892788416516,13,1321538,2025-07-02 02:55:04,2028-10-09 02:55:04,2025-07-07 02:55:04,1,2025-07-07 12:55:04,1,False
1967119892817776660,1967119892788416664,1967119892788416573,1967119892788416512,86,72048,2025-07-01 01:55:04,2027-08-09 01:55:04,2025-07-07 01:55:04,1,2025-07-07 10:55:04,1,False
1967119892817776661,1967119892788416664,1967119892788416568,1967119892788416512,221,93868,2025-06-30 01:55:04,2027-05-23 01:55:04,2025-07-07 01:55:04,1,2025-07-07 10:55:04,1,False
1967119892817776662,1967119892788416665,1967119892788416581,1967119892788416515,366,179379,2025-06-12 23:55:04,2027-06-27 23:55:04,2025-07-06 23:55:04,1,2025-07-07 10:55:04,1,False
1967119892817776663,1967119892788416665,1967119892788416578,1967119892788416515,89,74235,2025-07-01 23:55:04,2028-03-22 23:55:04,2025-07-06 23:55:04,1,2025-07-07 10:55:04,1,False
1967119892817776664,1967119892788416666,1967119892788416564,1967119892788416512,224,19254,2025-06-27 21:55:04,2025-12-26 21:55:04,2025-07-06 21:55:04,1,2025-07-07 10:55:04,1,False
