id,transfer_id,batch_stock_id,qty_requested,qty_transfered,created_at,created_by,updated_at,updated_by,deleted
1967119897574117397,1967119897569923084,1967119892834553857,6,6,2025-08-14 17:18:09,1967119892956188679,2025-08-15 21:18:09,1967119892956188685,False
1967119897574117398,1967119897569923084,1967119892834553932,44,44,2025-08-14 17:18:09,1967119892956188679,2025-08-15 21:18:09,1967119892956188685,False
1967119897574117399,1967119897569923084,1967119892838748251,50,50,2025-08-14 17:18:09,1967119892956188679,2025-08-15 21:18:09,1967119892956188685,False
1967119897574117400,1967119897569923085,1967119892834553905,32,32,2025-08-04 21:02:23,1967119892956188682,2025-08-05 19:02:23,1967119892956188684,False
1967119897574117401,1967119897569923085,1967119892838748303,15,15,2025-08-04 21:02:23,1967119892956188682,2025-08-05 19:02:23,1967119892956188684,False
1967119897574117402,1967119897569923085,1967119892838748283,10,10,2025-08-04 21:02:23,1967119892956188682,2025-08-05 19:02:23,1967119892956188684,False
1967119897574117403,1967119897569923086,1967119892838748219,21,21,2025-07-27 21:53:22,1967119892956188680,2025-07-29 18:53:22,1967119892956188678,False
1967119897574117404,1967119897569923086,1967119892834553916,21,21,2025-07-27 21:53:22,1967119892956188680,2025-07-29 18:53:22,1967119892956188678,False
1967119897574117405,1967119897569923086,1967119892838748285,38,38,2025-07-27 21:53:22,1967119892956188680,2025-07-29 18:53:22,1967119892956188678,False
1967119897574117406,1967119897569923086,1967119892830359630,13,13,2025-07-27 21:53:22,1967119892956188680,2025-07-29 18:53:22,1967119892956188678,False
1967119897574117407,1967119897569923087,1967119892834553908,22,22,2025-08-26 21:28:21,1967119892956188683,2025-08-28 01:28:21,1967119892956188681,False
1967119897574117408,1967119897569923087,1967119892838748169,33,33,2025-08-26 21:28:21,1967119892956188683,2025-08-28 01:28:21,1967119892956188681,False
1967119897574117409,1967119897569923087,1967119892838748284,39,39,2025-08-26 21:28:21,1967119892956188683,2025-08-28 01:28:21,1967119892956188681,False
1967119897574117410,1967119897569923088,1967119892838748274,25,25,2025-07-21 06:23:02,1967119892956188684,2025-07-21 22:23:02,1967119892956188680,False
1967119897574117411,1967119897569923088,1967119892834553866,22,22,2025-07-21 06:23:02,1967119892956188684,2025-07-21 22:23:02,1967119892956188680,False
1967119897574117412,1967119897569923089,1967119892834553927,18,18,2025-07-19 06:42:29,1967119892956188684,2025-07-20 06:42:29,1967119892956188680,False
1967119897574117413,1967119897569923089,1967119892838748201,46,46,2025-07-19 06:42:29,1967119892956188684,2025-07-20 06:42:29,1967119892956188680,False
1967119897574117414,1967119897569923089,1967119892838748292,15,15,2025-07-19 06:42:29,1967119892956188684,2025-07-20 06:42:29,1967119892956188680,False
1967119897574117415,1967119897569923090,1967119892834553882,48,48,2025-07-28 08:21:58,1967119892956188681,2025-07-30 18:21:58,1967119892956188682,False
1967119897574117416,1967119897569923090,1967119892830359593,35,35,2025-07-28 08:21:58,1967119892956188681,2025-07-30 18:21:58,1967119892956188682,False
1967119897574117417,1967119897569923091,1967119892838748290,17,17,2025-08-23 04:45:55,1967119892956188680,2025-08-23 10:45:55,1967119892956188685,False
1967119897574117418,1967119897569923091,1967119892834553909,11,11,2025-08-23 04:45:55,1967119892956188680,2025-08-23 10:45:55,1967119892956188685,False
1967119897574117419,1967119897569923091,1967119892838748160,27,27,2025-08-23 04:45:55,1967119892956188680,2025-08-23 10:45:55,1967119892956188685,False
1967119897574117420,1967119897569923091,1967119892838748317,34,34,2025-08-23 04:45:55,1967119892956188680,2025-08-23 10:45:55,1967119892956188685,False
1967119897574117421,1967119897569923092,1967119892838748187,47,47,2025-09-03 04:41:33,1967119892956188679,2025-09-05 05:41:33,1967119892956188679,False
1967119897574117422,1967119897569923092,1967119892838748253,14,14,2025-09-03 04:41:33,1967119892956188679,2025-09-05 05:41:33,1967119892956188679,False
1967119897574117423,1967119897569923092,1967119892830359636,48,48,2025-09-03 04:41:33,1967119892956188679,2025-09-05 05:41:33,1967119892956188679,False
1967119897574117424,1967119897569923092,1967119892830359642,41,41,2025-09-03 04:41:33,1967119892956188679,2025-09-05 05:41:33,1967119892956188679,False
1967119897574117425,1967119897569923093,1967119892838748300,23,23,2025-08-20 04:33:12,1967119892956188682,2025-08-22 12:33:12,1967119892956188679,False
1967119897574117426,1967119897569923093,1967119892830359581,9,9,2025-08-20 04:33:12,1967119892956188682,2025-08-22 12:33:12,1967119892956188679,False
1967119897574117427,1967119897569923093,1967119892830359617,11,11,2025-08-20 04:33:12,1967119892956188682,2025-08-22 12:33:12,1967119892956188679,False
