id,batch_stock_id,change_qty,reason,reference_id,created_at,created_by,updated_at,updated_by,deleted
1967119897356013642,1967119892830359642,-3,Hết hạn sử dụng,ADJ20250828033,2025-08-28 03:29:55,1967119892956188682,2025-08-28 06:29:55,1967119892956188679,False
1967119897356013643,1967119892830359600,5,Hàng trả lại từ khách hàng,ADJ20250706037,2025-07-06 23:33:37,1967119892956188681,2025-07-07 02:33:37,1967119892956188682,False
1967119897356013644,1967119892838748246,2,Điều chỉnh do sai sót nhập liệu,ADJ20250914038,2025-09-14 01:04:17,1967119892956188684,2025-09-14 05:04:17,1967119892956188683,False
1967119897356013645,1967119892830359623,-9,Hết hạn sử dụng,ADJ20250623041,2025-06-23 09:47:45,1967119892956188682,2025-06-23 12:47:45,1967119892956188680,False
1967119897356013646,1967119892838748204,3,Hàng trả lại từ khách hàng,ADJ20250705043,2025-07-05 09:23:28,1967119892956188682,2025-07-05 13:23:28,1967119892956188680,False
1967119897356013647,1967119892838748312,2,Hàng trả lại từ khách hàng,ADJ20250730045,2025-07-30 16:43:07,1967119892956188679,2025-07-30 17:43:07,1967119892956188684,False
1967119897356013648,1967119892830359595,1,Kiểm kê định kỳ,ADJ20250817046,2025-08-17 23:51:49,1967119892956188680,2025-08-18 01:51:49,1967119892956188685,False
1967119897356013649,1967119892838748253,-2,Hư hỏng do vận chuyển,ADJ20250622047,2025-06-22 02:13:28,1967119892956188680,2025-06-22 06:13:28,1967119892956188678,False
1967119897356013650,1967119892830359579,-2,"Mất mát, thất thoát",ADJ20250914048,2025-09-14 13:23:28,1967119892956188679,2025-09-14 16:23:28,1967119892956188682,False
1967119897356013651,1967119892834553928,2,Bù đắp thiếu hụt,ADJ20250906049,2025-09-06 05:32:05,1967119892956188681,2025-09-06 07:32:05,1967119892956188679,False
1967119897356013652,1967119892830359638,3,Hàng trả lại từ khách hàng,ADJ20250807050,2025-08-07 03:39:56,1967119892956188684,2025-08-07 05:39:56,1967119892956188685,False
1967119897356013653,1967119892830359578,2,Bù đắp thiếu hụt,ADJ20250618054,2025-06-18 16:14:45,1967119892956188682,2025-06-18 18:14:45,1967119892956188684,False
1967119897356013654,1967119892830359557,-2,"Mất mát, thất thoát",ADJ20250705055,2025-07-05 20:06:32,1967119892956188678,2025-07-05 22:06:32,1967119892956188682,False
1967119897356013655,1967119892838748287,6,Bù đắp thiếu hụt,ADJ20250907056,2025-09-07 21:34:48,1967119892956188679,2025-09-08 00:34:48,1967119892956188685,False
1967119897356013656,1967119892838748240,5,Hàng trả lại từ khách hàng,ADJ20250706062,2025-07-06 01:26:08,1967119892956188683,2025-07-06 05:26:08,1967119892956188684,False
1967119897389568000,1967119892830359556,-3,Hết hạn sử dụng,ADJ20250730063,2025-07-30 07:44:55,1967119892956188680,2025-07-30 08:44:55,1967119892956188682,False
1967119897389568001,1967119892838748315,0,Điều chỉnh do sai sót nhập liệu,ADJ20250807064,2025-08-07 11:00:27,1967119892956188685,2025-08-07 15:00:27,1967119892956188679,False
1967119897389568002,1967119892838748177,1,Hàng trả lại từ khách hàng,ADJ20250617065,2025-06-17 17:07:19,1967119892956188679,2025-06-17 18:07:19,1967119892956188685,False
1967119897389568003,1967119892834553907,-3,"Mất mát, thất thoát",ADJ20250728069,2025-07-28 22:00:18,1967119892956188680,2025-07-29 02:00:18,1967119892956188685,False
1967119897389568004,1967119892838748292,10,Bù đắp thiếu hụt,ADJ20250817070,2025-08-17 19:36:08,1967119892956188678,2025-08-17 20:36:08,1967119892956188679,False
1967119897389568005,1967119892838748246,-2,Điều chỉnh do sai sót nhập liệu,ADJ20250831071,2025-08-31 15:52:04,1967119892956188679,2025-08-31 18:52:04,1967119892956188683,False
1967119897389568006,1967119892838748250,4,Bù đắp thiếu hụt,ADJ20250716073,2025-07-16 00:15:32,1967119892956188684,2025-07-16 03:15:32,1967119892956188683,False
1967119897389568007,1967119892830359552,1,Hàng trả lại từ khách hàng,ADJ20250901074,2025-09-01 07:24:07,1967119892956188683,2025-09-01 10:24:07,1967119892956188685,False
1967119897389568008,1967119892830359566,4,Hàng trả lại từ khách hàng,ADJ20250705077,2025-07-05 23:57:39,1967119892956188680,2025-07-06 00:57:39,1967119892956188682,False
1967119897389568009,1967119892838748261,1,Điều chỉnh do sai sót nhập liệu,ADJ20250621078,2025-06-21 09:18:13,1967119892956188685,2025-06-21 10:18:13,1967119892956188683,False
1967119897389568010,1967119892834553924,-2,Hết hạn sử dụng,ADJ20250819080,2025-08-19 22:59:08,1967119892956188683,2025-08-20 02:59:08,1967119892956188683,False
1967119897389568011,1967119892830359558,3,Bù đắp thiếu hụt,ADJ20250630081,2025-06-30 23:32:18,1967119892956188680,2025-07-01 00:32:18,1967119892956188679,False
1967119897389568012,1967119892834553923,2,Điều chỉnh do sai sót nhập liệu,ADJ20250907083,2025-09-07 02:23:45,1967119892956188685,2025-09-07 04:23:45,1967119892956188680,False
1967119897389568013,1967119892830359568,6,Bù đắp thiếu hụt,ADJ20250823084,2025-08-23 10:04:40,1967119892956188685,2025-08-23 12:04:40,1967119892956188678,False
1967119897389568014,1967119892838748255,-7,Hết hạn sử dụng,ADJ20250726085,2025-07-26 22:12:33,1967119892956188683,2025-07-27 00:12:33,1967119892956188682,False
1967119897389568015,1967119892838748250,2,Hàng trả lại từ khách hàng,ADJ20250907090,2025-09-07 03:39:40,1967119892956188678,2025-09-07 06:39:40,1967119892956188684,False
1967119897389568016,1967119892838748291,-9,Hết hạn sử dụng,ADJ20250822091,2025-08-22 12:54:18,1967119892956188681,2025-08-22 16:54:18,1967119892956188682,False
1967119897389568017,1967119892830359558,-2,Điều chỉnh do sai sót nhập liệu,ADJ20250715092,2025-07-15 01:40:41,1967119892956188682,2025-07-15 05:40:41,1967119892956188683,False
1967119897389568018,1967119892830359552,5,Bù đắp thiếu hụt,ADJ20250728093,2025-07-28 18:53:05,1967119892956188682,2025-07-28 22:53:05,1967119892956188685,False
1967119897389568019,1967119892838748174,8,Bù đắp thiếu hụt,ADJ20250627094,2025-06-27 15:31:51,1967119892956188679,2025-06-27 17:31:51,1967119892956188684,False
1967119897389568020,1967119892830359640,0,Điều chỉnh do sai sót nhập liệu,ADJ20250907096,2025-09-07 05:05:11,1967119892956188680,2025-09-07 07:05:11,1967119892956188679,False
1967119897389568021,1967119892838748238,0,Điều chỉnh do sai sót nhập liệu,ADJ20250628097,2025-06-28 09:33:26,1967119892956188684,2025-06-28 12:33:26,1967119892956188678,False
1967119897389568022,1967119892834553891,-5,Hư hỏng do vận chuyển,ADJ20250627103,2025-06-27 04:08:31,1967119892956188681,2025-06-27 06:08:31,1967119892956188680,False
1967119897389568023,1967119892830359629,-3,Hư hỏng do vận chuyển,ADJ20250713104,2025-07-13 16:43:27,1967119892956188682,2025-07-13 20:43:27,1967119892956188680,False
1967119897389568024,1967119892838748322,1,Điều chỉnh do sai sót nhập liệu,ADJ20250727112,2025-07-27 07:43:07,1967119892956188681,2025-07-27 09:43:07,1967119892956188681,False
1967119897389568025,1967119892838748225,-3,"Mất mát, thất thoát",ADJ20250730114,2025-07-30 11:05:21,1967119892956188681,2025-07-30 14:05:21,1967119892956188683,False
1967119897389568026,1967119892834553915,5,Hàng trả lại từ khách hàng,ADJ20250803115,2025-08-03 13:11:29,1967119892956188680,2025-08-03 16:11:29,1967119892956188682,False
1967119897389568027,1967119892834553909,3,Kiểm kê định kỳ,ADJ20250715116,2025-07-15 02:54:01,1967119892956188682,2025-07-15 03:54:01,1967119892956188683,False
1967119897389568028,1967119892830359573,5,Hàng trả lại từ khách hàng,ADJ20250901117,2025-09-01 14:24:16,1967119892956188679,2025-09-01 15:24:16,1967119892956188678,False
1967119897389568029,1967119892834553885,3,Kiểm kê định kỳ,ADJ20250730118,2025-07-30 07:18:09,1967119892956188683,2025-07-30 08:18:09,1967119892956188682,False
1967119897389568030,1967119892834553859,0,Điều chỉnh do sai sót nhập liệu,ADJ20250702120,2025-07-02 01:42:33,1967119892956188681,2025-07-02 04:42:33,1967119892956188678,False
1967119897389568031,1967119892838748235,-9,Hết hạn sử dụng,ADJ20250906123,2025-09-06 16:39:17,1967119892956188678,2025-09-06 17:39:17,1967119892956188683,False
1967119897389568032,1967119892830359645,1,Hàng trả lại từ khách hàng,ADJ20250830126,2025-08-30 02:02:38,1967119892956188684,2025-08-30 06:02:38,1967119892956188680,False
1967119897389568033,1967119892830359643,-1,Hư hỏng do vận chuyển,ADJ20250827127,2025-08-27 23:33:23,1967119892956188684,2025-08-28 00:33:23,1967119892956188678,False
1967119897389568034,1967119892838748256,-1,"Mất mát, thất thoát",ADJ20250716128,2025-07-16 23:20:31,1967119892956188679,2025-07-17 02:20:31,1967119892956188684,False
1967119897389568035,1967119892834553914,8,Bù đắp thiếu hụt,ADJ20250629129,2025-06-29 09:04:40,1967119892956188682,2025-06-29 10:04:40,1967119892956188679,False
1967119897389568036,1967119892834553877,3,Kiểm kê định kỳ,ADJ20250817137,2025-08-17 05:48:09,1967119892956188684,2025-08-17 09:48:09,1967119892956188679,False
1967119897389568037,1967119892830359565,-2,Điều chỉnh do sai sót nhập liệu,ADJ20250913139,2025-09-13 05:47:05,1967119892956188679,2025-09-13 06:47:05,1967119892956188678,False
1967119897389568038,1967119892838748171,1,Hàng trả lại từ khách hàng,ADJ20250630141,2025-06-30 12:25:22,1967119892956188680,2025-06-30 16:25:22,1967119892956188682,False
1967119897389568039,1967119892838748300,-5,Hư hỏng do vận chuyển,ADJ20250906142,2025-09-06 03:48:48,1967119892956188682,2025-09-06 04:48:48,1967119892956188681,False
1967119897389568040,1967119892830359624,-5,Kiểm kê định kỳ,ADJ20250703144,2025-07-03 18:20:32,1967119892956188681,2025-07-03 21:20:32,1967119892956188682,False
1967119897389568041,1967119892838748248,-2,Hư hỏng do vận chuyển,ADJ20250907146,2025-09-07 09:27:18,1967119892956188682,2025-09-07 12:27:18,1967119892956188683,False
1967119897389568042,1967119892834553893,3,Hàng trả lại từ khách hàng,ADJ20250823147,2025-08-23 06:38:24,1967119892956188685,2025-08-23 07:38:24,1967119892956188683,False
1967119897389568043,1967119892838748266,-4,Hết hạn sử dụng,ADJ20250719148,2025-07-19 06:53:18,1967119892956188683,2025-07-19 08:53:18,1967119892956188685,False
