id,sale_order_id,product_id,qty_ordered,unit_price,created_at,created_by,updated_at,updated_by,deleted
1967119893178486785,SO20250629000015,1967119892788416568,1,117335,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119893178486786,SO20250629000015,1967119892788416556,1,19157,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119893178486787,SO20250629000015,1967119892788416554,2,55663,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119893178486788,SO20250630000016,1967119892788416543,1,369310,2025-06-30 16:41:04,1967119892956188683,2025-06-30 16:55:04,1967119892956188682,False
1967119893178486789,SO20250630000016,1967119892788416540,3,50974,2025-06-30 16:41:04,1967119892956188683,2025-06-30 16:55:04,1967119892956188682,False
1967119893178486790,SO20250630000016,1967119892788416584,1,59089,2025-06-30 16:41:04,1967119892956188683,2025-06-30 16:55:04,1967119892956188682,False
1967119893182681088,SO20250630000017,1967119892788416541,2,205423,2025-06-30 05:02:04,1967119892956188682,2025-06-30 05:17:04,1967119892956188681,False
1967119893182681089,SO20250630000017,1967119892788416565,4,19891,2025-06-30 05:02:04,1967119892956188682,2025-06-30 05:17:04,1967119892956188681,False
1967119893182681090,SO20250630000018,1967119892788416559,2,27115,2025-06-30 12:02:04,1967119892956188683,2025-06-30 12:16:04,1967119892956188684,False
1967119893186875392,SO20250630000019,1967119892788416556,1,19157,2025-06-30 07:25:04,1967119892956188681,2025-06-30 07:32:04,1967119892956188685,False
1967119893186875393,SO20250630000020,1967119892788416591,1,2233095,2025-06-30 20:28:04,1967119892956188680,2025-06-30 20:42:04,1967119892956188684,False
1967119893191069696,SO20250701000021,1967119892788416538,1,193514,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119893191069697,SO20250701000021,1967119892788416565,1,19891,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119893191069698,SO20250701000021,1967119892788416550,4,48004,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119893191069699,SO20250701000021,1967119892788416559,1,27115,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119893191069700,SO20250701000022,1967119892788416553,1,41380,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119893191069701,SO20250701000022,1967119892788416547,2,495825,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119893191069702,SO20250701000022,1967119892788416559,2,27115,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119893191069703,SO20250701000022,1967119892788416546,3,75999,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119893195264000,SO20250701000023,1967119892788416572,2,108602,2025-07-01 01:47:04,1967119892956188683,2025-07-01 01:52:04,1967119892956188683,False
1967119893195264001,SO20250701000023,1967119892788416570,1,79627,2025-07-01 01:47:04,1967119892956188683,2025-07-01 01:52:04,1967119892956188683,False
1967119893195264002,SO20250701000024,1967119892788416581,1,275969,2025-07-01 23:00:04,1967119892956188681,2025-07-01 23:08:04,1967119892956188679,False
1967119893199458304,SO20250701000025,1967119892788416540,2,50974,2025-07-01 13:41:04,1967119892956188681,2025-07-01 13:53:04,1967119892956188679,False
1967119893199458305,SO20250701000026,1967119892788416547,2,495825,2025-07-01 15:35:04,1967119892956188683,2025-07-01 15:49:04,1967119892956188679,False
1967119893199458306,SO20250701000027,1967119892788416563,3,44942,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119893199458307,SO20250701000027,1967119892788416537,3,55424,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119893203652608,SO20250701000027,1967119892788416578,4,114209,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119893203652609,SO20250701000027,1967119892788416536,2,224418,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119893203652610,SO20250701000027,1967119892788416554,1,55663,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119893203652611,SO20250701000027,1967119892788416568,1,117335,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119893203652612,SO20250701000028,1967119892788416573,1,90061,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119893203652613,SO20250701000028,1967119892788416557,1,48093,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119893203652614,SO20250701000028,1967119892788416559,1,27115,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119893203652615,SO20250701000028,1967119892788416548,3,69868,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119893203652616,SO20250701000028,1967119892788416563,2,44942,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119893203652617,SO20250701000029,1967119892788416555,3,19039,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119893203652618,SO20250701000029,1967119892788416557,1,48093,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119893203652619,SO20250701000029,1967119892788416558,1,69533,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119893203652620,SO20250701000029,1967119892788416560,2,44744,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119893207846912,SO20250701000030,1967119892788416546,1,75999,2025-07-01 04:25:04,1967119892956188680,2025-07-01 04:40:04,1967119892956188680,False
1967119893207846913,SO20250701000030,1967119892788416578,2,114209,2025-07-01 04:25:04,1967119892956188680,2025-07-01 04:40:04,1967119892956188680,False
1967119893207846914,SO20250702000031,1967119892788416587,1,2015853,2025-07-02 16:18:04,1967119892956188685,2025-07-02 16:30:04,1967119892956188681,False
1967119893212041216,SO20250702000032,1967119892788416557,1,48093,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119893212041217,SO20250702000032,1967119892788416562,1,34607,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119893212041218,SO20250702000032,1967119892788416541,2,205423,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119893212041219,SO20250702000032,1967119892788416550,1,48004,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119893212041220,SO20250702000032,1967119892788416584,1,59089,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119893212041221,SO20250702000032,1967119892788416578,2,114209,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119893216235520,SO20250702000033,1967119892788416581,1,275969,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
1967119893216235521,SO20250702000033,1967119892788416562,1,34607,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
1967119893216235522,SO20250702000033,1967119892788416573,1,90061,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
1967119893220429824,SO20250702000034,1967119892788416578,1,114209,2025-07-02 11:54:04,1967119892956188684,2025-07-02 11:55:04,1967119892956188679,False
1967119893220429825,SO20250702000034,1967119892788416540,3,50974,2025-07-02 11:54:04,1967119892956188684,2025-07-02 11:55:04,1967119892956188679,False
1967119893224624128,SO20250702000035,1967119892788416560,1,44744,2025-07-02 08:32:04,1967119892956188682,2025-07-02 08:40:04,1967119892956188682,False
1967119893224624129,SO20250702000036,1967119892788416573,1,90061,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119893224624130,SO20250702000036,1967119892788416538,1,193514,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119893224624131,SO20250702000036,1967119892788416562,3,34607,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119893224624132,SO20250702000036,1967119892788416569,1,33054,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119893224624133,SO20250702000036,1967119892788416537,1,55424,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119893224624134,SO20250702000036,1967119892788416563,1,44942,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119893228818432,SO20250702000037,1967119892788416563,1,44942,2025-07-02 06:01:04,1967119892956188684,2025-07-02 06:12:04,1967119892956188685,False
1967119893228818433,SO20250702000037,1967119892788416547,2,495825,2025-07-02 06:01:04,1967119892956188684,2025-07-02 06:12:04,1967119892956188685,False
1967119893233012736,SO20250702000038,1967119892788416547,2,495825,2025-07-02 15:45:04,1967119892956188678,2025-07-02 15:50:04,1967119892956188683,False
1967119893233012737,SO20250702000038,1967119892788416590,1,2974017,2025-07-02 15:45:04,1967119892956188678,2025-07-02 15:50:04,1967119892956188683,False
1967119893237207040,SO20250702000039,1967119892788416558,3,69533,2025-07-02 10:04:04,1967119892956188685,2025-07-02 10:11:04,1967119892956188679,False
1967119893241401344,SO20250702000040,1967119892788416547,2,495825,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119893241401345,SO20250702000040,1967119892788416541,3,205423,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119893241401346,SO20250702000040,1967119892788416564,1,27506,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119893241401347,SO20250703000041,1967119892788416543,2,369310,2025-07-03 17:46:04,1967119892956188684,2025-07-03 17:55:04,1967119892956188678,False
1967119893245595648,SO20250703000042,1967119892788416554,3,55663,2025-07-03 21:24:04,1967119892956188682,2025-07-03 21:27:04,1967119892956188682,False
1967119893249789952,SO20250703000043,1967119892788416588,1,2719050,2025-07-03 12:04:04,1967119892956188685,2025-07-03 12:18:04,1967119892956188678,False
1967119893249789953,SO20250703000043,1967119892788416553,1,41380,2025-07-03 12:04:04,1967119892956188685,2025-07-03 12:18:04,1967119892956188678,False
1967119893253984256,SO20250703000044,1967119892788416573,1,90061,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119893253984257,SO20250703000044,1967119892788416557,1,48093,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119893253984258,SO20250703000044,1967119892788416561,1,21699,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119893253984259,SO20250703000044,1967119892788416559,1,27115,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119893253984260,SO20250703000045,1967119892788416540,3,50974,2025-07-03 05:00:04,1967119892956188685,2025-07-03 05:15:04,1967119892956188685,False
1967119893258178560,SO20250703000046,1967119892788416560,4,44744,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
1967119893258178561,SO20250703000046,1967119892788416546,1,75999,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
1967119893258178562,SO20250703000046,1967119892788416585,1,2073616,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
1967119893262372864,SO20250703000047,1967119892788416547,3,495825,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119893262372865,SO20250703000047,1967119892788416548,1,69868,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119893262372866,SO20250703000047,1967119892788416560,2,44744,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119893262372867,SO20250703000047,1967119892788416550,2,48004,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119893266567168,SO20250703000048,1967119892788416541,3,205423,2025-07-03 07:21:04,1967119892956188682,2025-07-03 07:22:04,1967119892956188684,False
1967119893266567169,SO20250703000048,1967119892788416581,3,275969,2025-07-03 07:21:04,1967119892956188682,2025-07-03 07:22:04,1967119892956188684,False
1967119893270761472,SO20250703000049,1967119892788416546,1,75999,2025-07-03 07:15:04,1967119892956188680,2025-07-03 07:21:04,1967119892956188680,False
1967119893274955776,SO20250703000050,1967119892788416537,1,55424,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119893274955777,SO20250703000050,1967119892788416556,4,19157,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119893274955778,SO20250703000050,1967119892788416545,1,93757,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119893274955779,SO20250703000050,1967119892788416553,2,41380,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119893274955780,SO20250703000050,1967119892788416542,1,235309,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119893274955781,SO20250703000050,1967119892788416552,5,65834,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119893279150080,SO20250703000051,1967119892788416563,1,44942,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
1967119893279150081,SO20250703000051,1967119892788416551,2,62582,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
1967119893279150082,SO20250703000051,1967119892788416539,2,443336,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
1967119893279150083,SO20250703000052,1967119892788416548,1,69868,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119893279150084,SO20250703000052,1967119892788416547,3,495825,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119893279150085,SO20250703000052,1967119892788416562,1,34607,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119893279150086,SO20250703000052,1967119892788416563,1,44942,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119893283344384,SO20250704000053,1967119892788416558,1,69533,2025-07-04 16:50:04,1967119892956188685,2025-07-04 17:04:04,1967119892956188684,False
1967119893283344385,SO20250704000053,1967119892788416537,1,55424,2025-07-04 16:50:04,1967119892956188685,2025-07-04 17:04:04,1967119892956188684,False
1967119893287538688,SO20250704000054,1967119892788416536,1,224418,2025-07-04 05:58:04,1967119892956188682,2025-07-04 06:12:04,1967119892956188678,False
1967119893291732992,SO20250704000055,1967119892788416550,1,48004,2025-07-04 19:09:04,1967119892956188679,2025-07-04 19:17:04,1967119892956188680,False
1967119893291732993,SO20250704000056,1967119892788416551,3,62582,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
1967119893291732994,SO20250704000056,1967119892788416550,1,48004,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
1967119893291732995,SO20250704000056,1967119892788416538,1,193514,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
1967119893295927296,SO20250704000057,1967119892788416584,1,59089,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119893295927297,SO20250704000057,1967119892788416541,1,205423,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119893295927298,SO20250704000057,1967119892788416538,1,193514,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119893295927299,SO20250704000057,1967119892788416578,2,114209,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119893295927300,SO20250704000057,1967119892788416544,2,98337,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119893295927301,SO20250704000058,1967119892788416539,3,443336,2025-07-04 05:43:04,1967119892956188683,2025-07-04 05:49:04,1967119892956188684,False
1967119893300121600,SO20250704000059,1967119892788416591,1,2233095,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119893300121601,SO20250704000059,1967119892788416565,1,19891,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119893300121602,SO20250704000059,1967119892788416560,5,44744,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119893304315904,SO20250704000060,1967119892788416547,2,495825,2025-07-04 20:04:04,1967119892956188681,2025-07-04 20:05:04,1967119892956188685,False
1967119893304315905,SO20250704000060,1967119892788416558,3,69533,2025-07-04 20:04:04,1967119892956188681,2025-07-04 20:05:04,1967119892956188685,False
1967119893304315906,SO20250704000061,1967119892788416543,1,369310,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
1967119893304315907,SO20250704000061,1967119892788416556,3,19157,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
1967119893304315908,SO20250704000061,1967119892788416561,1,21699,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
1967119893308510208,SO20250704000062,1967119892788416538,1,193514,2025-07-04 19:40:04,1967119892956188685,2025-07-04 19:54:04,1967119892956188679,False
1967119893308510209,SO20250704000062,1967119892788416569,1,33054,2025-07-04 19:40:04,1967119892956188685,2025-07-04 19:54:04,1967119892956188679,False
1967119893308510210,SO20250704000063,1967119892788416566,1,34445,2025-07-04 14:21:04,1967119892956188681,2025-07-04 14:33:04,1967119892956188678,False
1967119893308510211,SO20250704000063,1967119892788416555,2,19039,2025-07-04 14:21:04,1967119892956188681,2025-07-04 14:33:04,1967119892956188678,False
1967119893312704512,SO20250704000064,1967119892788416557,3,48093,2025-07-04 12:09:04,1967119892956188679,2025-07-04 12:17:04,1967119892956188680,False
1967119893312704513,SO20250704000064,1967119892788416539,1,443336,2025-07-04 12:09:04,1967119892956188679,2025-07-04 12:17:04,1967119892956188680,False
1967119893312704514,SO20250704000065,1967119892788416539,2,443336,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119893312704515,SO20250704000065,1967119892788416558,1,69533,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119893312704516,SO20250704000065,1967119892788416538,2,193514,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119893312704517,SO20250704000065,1967119892788416553,1,41380,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119893312704518,SO20250704000065,1967119892788416551,3,62582,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119893312704519,SO20250704000065,1967119892788416586,1,2202564,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119893316898816,SO20250704000066,1967119892788416557,5,48093,2025-07-04 13:45:04,1967119892956188684,2025-07-04 13:51:04,1967119892956188680,False
1967119893316898817,SO20250704000067,1967119892788416584,2,59089,2025-07-04 13:49:04,1967119892956188683,2025-07-04 14:04:04,1967119892956188684,False
1967119893321093120,SO20250704000068,1967119892788416563,2,44942,2025-07-04 14:33:04,1967119892956188681,2025-07-04 14:47:04,1967119892956188679,False
1967119893321093121,SO20250704000069,1967119892788416585,1,2073616,2025-07-04 12:39:04,1967119892956188679,2025-07-04 12:52:04,1967119892956188684,False
1967119893325287424,SO20250704000070,1967119892788416565,3,19891,2025-07-04 09:28:04,1967119892956188681,2025-07-04 09:37:04,1967119892956188684,False
1967119893325287425,SO20250704000071,1967119892788416558,2,69533,2025-07-04 20:00:04,1967119892956188684,2025-07-04 20:01:04,1967119892956188682,False
1967119893329481728,SO20250704000072,1967119892788416553,2,41380,2025-07-04 06:33:04,1967119892956188684,2025-07-04 06:37:04,1967119892956188680,False
1967119893329481729,SO20250704000073,1967119892788416554,3,55663,2025-07-04 21:57:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188680,False
1967119893329481730,SO20250704000073,1967119892788416542,3,235309,2025-07-04 21:57:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188680,False
1967119893333676032,SO20250704000074,1967119892788416548,4,69868,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119893333676033,SO20250704000074,1967119892788416584,2,59089,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119893333676034,SO20250704000074,1967119892788416557,1,48093,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119893333676035,SO20250704000074,1967119892788416554,1,55663,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119893333676036,SO20250704000074,1967119892788416537,2,55424,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119893333676037,SO20250704000074,1967119892788416539,3,443336,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119893333676038,SO20250704000075,1967119892788416552,1,65834,2025-07-04 04:56:04,1967119892956188684,2025-07-04 05:04:04,1967119892956188683,False
1967119893333676039,SO20250704000075,1967119892788416575,3,118557,2025-07-04 04:56:04,1967119892956188684,2025-07-04 05:04:04,1967119892956188683,False
1967119893333676040,SO20250704000075,1967119892788416557,1,48093,2025-07-04 04:56:04,1967119892956188684,2025-07-04 05:04:04,1967119892956188683,False
1967119893333676041,SO20250704000075,1967119892788416551,3,62582,2025-07-04 04:56:04,1967119892956188684,2025-07-04 05:04:04,1967119892956188683,False
1967119893333676042,SO20250704000075,1967119892788416560,1,44744,2025-07-04 04:56:04,1967119892956188684,2025-07-04 05:04:04,1967119892956188683,False
1967119893337870336,SO20250704000076,1967119892788416555,1,19039,2025-07-04 12:01:04,1967119892956188682,2025-07-04 12:05:04,1967119892956188679,False
1967119893337870337,SO20250704000076,1967119892788416581,1,275969,2025-07-04 12:01:04,1967119892956188682,2025-07-04 12:05:04,1967119892956188679,False
1967119893337870338,SO20250704000077,1967119892788416547,3,495825,2025-07-04 03:02:04,1967119892956188683,2025-07-04 03:13:04,1967119892956188685,False
