id,sale_line_id,batch_stock_id,sold_qty,unit_cost_snap,created_at,created_by,updated_at,updated_by,deleted
1967119895581822985,1967119893153320963,1967119892838748183,1,19254,2025-06-29 03:38:04,1967119892956188685,2025-06-29 03:41:04,1967119892956188682,False
1967119895581822986,1967119893157515264,1967119892838748169,1,31459,2025-06-29 16:03:04,1967119892956188678,2025-06-29 16:06:04,1967119892956188684,False
1967119895581822987,1967119893157515265,1967119892838748169,1,24111,2025-06-29 16:03:04,1967119892956188678,2025-06-29 16:06:04,1967119892956188684,False
1967119895581822988,1967119893157515266,1967119892834553889,2,64599,2025-06-29 04:17:04,1967119892956188683,2025-06-29 04:24:04,1967119892956188683,False
1967119895581822989,1967119893157515267,1967119892830359566,2,14279,2025-06-29 04:17:04,1967119892956188683,2025-06-29 04:24:04,1967119892956188683,False
1967119895581822990,1967119893157515267,1967119892830359630,2,14279,2025-06-29 04:17:04,1967119892956188683,2025-06-29 04:24:04,1967119892956188683,False
1967119895581822991,1967119893161709568,1967119892830359553,1,31035,2025-06-29 11:22:04,1967119892956188680,2025-06-29 11:28:04,1967119892956188678,False
1967119895581822992,1967119893161709569,1967119892830359553,1,52149,2025-06-29 11:22:04,1967119892956188680,2025-06-29 11:28:04,1967119892956188678,False
1967119895581822993,1967119893161709570,1967119892830359642,1,24224,2025-06-29 12:35:04,1967119892956188678,2025-06-29 12:45:04,1967119892956188681,False
1967119895581822994,1967119893161709570,1967119892838748187,1,24224,2025-06-29 12:35:04,1967119892956188678,2025-06-29 12:45:04,1967119892956188681,False
1967119895581822995,1967119893161709571,1967119892834553889,3,421451,2025-06-29 12:35:04,1967119892956188678,2025-06-29 12:45:04,1967119892956188681,False
1967119895581822996,1967119893161709572,1967119892830359572,4,36003,2025-06-29 12:35:04,1967119892956188678,2025-06-29 12:45:04,1967119892956188681,False
1967119895581822997,1967119893161709573,1967119892834553889,1,174609,2025-06-29 12:35:04,1967119892956188678,2025-06-29 12:45:04,1967119892956188681,False
1967119895581822998,1967119893165903872,1967119892830359555,3,24224,2025-06-29 08:06:04,1967119892956188681,2025-06-29 08:17:04,1967119892956188685,False
1967119895581822999,1967119893165903873,1967119892830359555,1,31320,2025-06-29 08:06:04,1967119892956188681,2025-06-29 08:17:04,1967119892956188685,False
1967119895581823000,1967119893165903874,1967119892834553879,3,43327,2025-06-29 08:06:04,1967119892956188681,2025-06-29 08:17:04,1967119892956188685,False
1967119895581823001,1967119893170098176,1967119892830359591,2,49375,2025-06-29 20:16:04,1967119892956188685,2025-06-29 20:27:04,1967119892956188678,False
1967119895581823002,1967119893174292480,1967119892838748202,1,164486,2025-06-29 20:37:04,1967119892956188679,2025-06-29 20:51:04,1967119892956188678,False
1967119895581823003,1967119893174292480,1967119892838748255,1,164486,2025-06-29 20:37:04,1967119892956188679,2025-06-29 20:51:04,1967119892956188678,False
1967119895581823004,1967119893174292481,1967119892838748302,1,174609,2025-06-29 20:37:04,1967119892956188679,2025-06-29 20:51:04,1967119892956188678,False
1967119895581823005,1967119893178486784,1967119892838748161,1,25561,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119895581823006,1967119893178486785,1967119892834553870,1,93868,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119895581823007,1967119893178486786,1967119892830359608,1,14367,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119895581823008,1967119893178486787,1967119892830359608,2,41747,2025-06-29 09:56:04,1967119892956188678,2025-06-29 10:02:04,1967119892956188685,False
1967119895581823009,1967119893178486788,1967119892830359631,1,313913,2025-06-30 16:41:04,1967119892956188683,2025-06-30 16:55:04,1967119892956188682,False
1967119895581823010,1967119893178486789,1967119892838748256,1,43327,2025-06-30 16:41:04,1967119892956188683,2025-06-30 16:55:04,1967119892956188682,False
1967119895581823011,1967119893178486790,1967119892838748292,1,38407,2025-06-30 16:41:04,1967119892956188683,2025-06-30 16:55:04,1967119892956188682,False
1967119895581823012,1967119893182681088,1967119892838748302,2,174609,2025-06-30 05:02:04,1967119892956188682,2025-06-30 05:17:04,1967119892956188681,False
1967119895581823013,1967119893182681089,1967119892838748295,1,13923,2025-06-30 05:02:04,1967119892956188682,2025-06-30 05:17:04,1967119892956188681,False
1967119895581823014,1967119893182681090,1967119892830359591,2,20336,2025-06-30 12:02:04,1967119892956188683,2025-06-30 12:16:04,1967119892956188684,False
1967119895581823015,1967119893186875392,1967119892834553903,1,14367,2025-06-30 07:25:04,1967119892956188681,2025-06-30 07:32:04,1967119892956188685,False
1967119895581823016,1967119893186875393,1967119892830359616,1,1339857,2025-06-30 20:28:04,1967119892956188680,2025-06-30 20:42:04,1967119892956188684,False
1967119895581823017,1967119893191069696,1967119892838748303,1,164486,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119895581823018,1967119893191069697,1967119892838748185,1,13923,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119895581823019,1967119893191069698,1967119892838748283,2,36003,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119895581823020,1967119893191069699,1967119892838748264,1,20336,2025-07-01 11:22:04,1967119892956188678,2025-07-01 11:33:04,1967119892956188678,False
1967119895581823021,1967119893191069700,1967119892830359553,1,31035,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119895581823022,1967119893191069701,1967119892834553887,2,421451,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119895581823023,1967119893191069702,1967119892830359591,1,20336,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119895581823024,1967119893191069702,1967119892838748265,1,20336,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119895581823025,1967119893191069703,1967119892834553887,1,64599,2025-07-01 20:29:04,1967119892956188685,2025-07-01 20:39:04,1967119892956188685,False
1967119895581823026,1967119893195264000,1967119892838748231,2,86881,2025-07-01 01:47:04,1967119892956188683,2025-07-01 01:52:04,1967119892956188683,False
1967119895581823027,1967119893195264001,1967119892838748275,1,63701,2025-07-01 01:47:04,1967119892956188683,2025-07-01 01:52:04,1967119892956188683,False
1967119895581823028,1967119893195264002,1967119892834553930,1,179379,2025-07-01 23:00:04,1967119892956188681,2025-07-01 23:08:04,1967119892956188679,False
1967119895581823029,1967119893199458304,1967119892838748303,2,43327,2025-07-01 13:41:04,1967119892956188681,2025-07-01 13:53:04,1967119892956188679,False
1967119895581823030,1967119893199458305,1967119892830359557,2,421451,2025-07-01 15:35:04,1967119892956188683,2025-07-01 15:49:04,1967119892956188679,False
1967119895581823031,1967119893199458306,1967119892838748169,2,31459,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823032,1967119893199458306,1967119892838748284,1,31459,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823033,1967119893199458307,1967119892830359631,1,47110,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823034,1967119893199458307,1967119892834553908,2,47110,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823035,1967119893203652608,1967119892838748292,4,74235,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823036,1967119893203652609,1967119892838748167,1,190755,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823037,1967119893203652610,1967119892838748237,1,41747,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823038,1967119893203652611,1967119892834553927,1,93868,2025-07-01 09:35:04,1967119892956188682,2025-07-01 09:43:04,1967119892956188679,False
1967119895581823039,1967119893203652612,1967119892834553926,1,72048,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119895581823040,1967119893203652613,1967119892830359572,1,36069,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119895581823041,1967119893203652614,1967119892830359630,1,20336,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119895581823042,1967119893203652615,1967119892830359630,3,52401,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119895581823043,1967119893203652616,1967119892838748285,1,31459,2025-07-01 07:10:04,1967119892956188684,2025-07-01 07:19:04,1967119892956188681,False
1967119895581823044,1967119893203652617,1967119892830359566,2,14279,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119895581823045,1967119893203652617,1967119892830359630,1,14279,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119895581823046,1967119893203652618,1967119892830359572,1,36069,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119895581823047,1967119893203652619,1967119892830359572,1,52149,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119895581823048,1967119893203652620,1967119892838748183,2,31320,2025-07-01 07:13:04,1967119892956188682,2025-07-01 07:21:04,1967119892956188680,False
1967119895581823049,1967119893207846912,1967119892834553894,1,64599,2025-07-01 04:25:04,1967119892956188680,2025-07-01 04:40:04,1967119892956188680,False
1967119895581823050,1967119893207846913,1967119892834553931,1,74235,2025-07-01 04:25:04,1967119892956188680,2025-07-01 04:40:04,1967119892956188680,False
1967119895581823051,1967119893207846914,1967119892830359595,1,1209511,2025-07-02 16:18:04,1967119892956188685,2025-07-02 16:30:04,1967119892956188681,False
1967119895606988800,1967119893212041216,1967119892830359572,1,36069,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119895606988801,1967119893212041217,1967119892830359642,1,24224,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119895606988802,1967119893212041218,1967119892834553889,2,174609,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119895606988803,1967119893212041219,1967119892830359572,1,36003,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119895606988804,1967119893212041220,1967119892830359636,1,38407,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119895606988805,1967119893212041221,1967119892830359636,1,74235,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
1967119895606988806,1967119893216235520,1967119892838748217,1,179379,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
1967119895606988807,1967119893216235521,1967119892830359642,1,24224,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
1967119895611183104,1967119893216235522,1967119892834553926,1,72048,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
1967119895611183105,1967119893220429824,1967119892838748292,1,74235,2025-07-02 11:54:04,1967119892956188684,2025-07-02 11:55:04,1967119892956188679,False
1967119895611183106,1967119893220429825,1967119892838748256,3,43327,2025-07-02 11:54:04,1967119892956188684,2025-07-02 11:55:04,1967119892956188679,False
1967119895611183107,1967119893224624128,1967119892838748184,1,31320,2025-07-02 08:32:04,1967119892956188682,2025-07-02 08:40:04,1967119892956188682,False
1967119895611183108,1967119893224624129,1967119892838748250,1,72048,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895611183109,1967119893224624130,1967119892838748177,1,164486,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895611183110,1967119893224624131,1967119892838748186,1,24224,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895611183111,1967119893224624131,1967119892838748296,1,24224,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895611183112,1967119893224624132,1967119892838748226,1,26443,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895615377408,1967119893224624133,1967119892834553891,1,47110,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895615377409,1967119893224624134,1967119892838748288,1,31459,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
1967119895615377410,1967119893228818432,1967119892838748287,1,31459,2025-07-02 06:01:04,1967119892956188684,2025-07-02 06:12:04,1967119892956188685,False
1967119895615377411,1967119893228818433,1967119892834553887,1,421451,2025-07-02 06:01:04,1967119892956188684,2025-07-02 06:12:04,1967119892956188685,False
1967119895615377412,1967119893233012736,1967119892830359557,1,421451,2025-07-02 15:45:04,1967119892956188678,2025-07-02 15:50:04,1967119892956188683,False
1967119895615377413,1967119893233012736,1967119892834553902,1,421451,2025-07-02 15:45:04,1967119892956188678,2025-07-02 15:50:04,1967119892956188683,False
1967119895615377414,1967119893233012737,1967119892834553924,1,1784410,2025-07-02 15:45:04,1967119892956188678,2025-07-02 15:50:04,1967119892956188683,False
1967119895615377415,1967119893237207040,1967119892830359553,1,52149,2025-07-02 10:04:04,1967119892956188685,2025-07-02 10:11:04,1967119892956188679,False
1967119895615377416,1967119893237207040,1967119892838748224,2,52149,2025-07-02 10:04:04,1967119892956188685,2025-07-02 10:11:04,1967119892956188679,False
1967119895615377417,1967119893241401344,1967119892834553887,1,421451,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119895615377418,1967119893241401345,1967119892834553887,3,174609,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119895615377419,1967119893241401346,1967119892838748160,1,19254,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119895619571712,1967119893241401347,1967119892830359631,1,313913,2025-07-03 17:46:04,1967119892956188684,2025-07-03 17:55:04,1967119892956188678,False
1967119895619571713,1967119893241401347,1967119892838748167,1,313913,2025-07-03 17:46:04,1967119892956188684,2025-07-03 17:55:04,1967119892956188678,False
1967119895619571714,1967119893245595648,1967119892830359572,1,41747,2025-07-03 21:24:04,1967119892956188682,2025-07-03 21:27:04,1967119892956188682,False
1967119895619571715,1967119893245595648,1967119892838748266,2,41747,2025-07-03 21:24:04,1967119892956188682,2025-07-03 21:27:04,1967119892956188682,False
1967119895619571716,1967119893249789952,1967119892838748200,1,1631430,2025-07-03 12:04:04,1967119892956188685,2025-07-03 12:18:04,1967119892956188678,False
1967119895619571717,1967119893249789953,1967119892830359553,1,31035,2025-07-03 12:04:04,1967119892956188685,2025-07-03 12:18:04,1967119892956188678,False
1967119895619571718,1967119893253984256,1967119892838748249,1,72048,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119895619571719,1967119893253984257,1967119892830359591,1,36069,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119895623766016,1967119893253984258,1967119892834553909,1,15189,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119895623766017,1967119893253984259,1967119892830359591,1,20336,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
1967119895623766018,1967119893253984260,1967119892838748256,2,43327,2025-07-03 05:00:04,1967119892956188685,2025-07-03 05:15:04,1967119892956188685,False
1967119895627960320,1967119893258178560,1967119892838748183,4,31320,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
1967119895627960321,1967119893258178561,1967119892834553889,1,64599,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
1967119895627960322,1967119893258178562,1967119892838748219,1,1244169,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
1967119895627960323,1967119893262372864,1967119892834553889,3,421451,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119895627960324,1967119893262372865,1967119892830359630,1,52401,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119895632154624,1967119893262372866,1967119892838748183,1,31320,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119895632154625,1967119893262372866,1967119892838748285,1,31320,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119895632154626,1967119893262372867,1967119892830359572,1,36003,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119895632154627,1967119893262372867,1967119892838748282,1,36003,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
1967119895632154628,1967119893266567168,1967119892838748168,1,174609,2025-07-03 07:21:04,1967119892956188682,2025-07-03 07:22:04,1967119892956188684,False
1967119895632154629,1967119893266567169,1967119892834553931,3,179379,2025-07-03 07:21:04,1967119892956188682,2025-07-03 07:22:04,1967119892956188684,False
1967119895632154630,1967119893270761472,1967119892834553889,1,64599,2025-07-03 07:15:04,1967119892956188680,2025-07-03 07:21:04,1967119892956188680,False
1967119895632154631,1967119893274955776,1967119892830359632,1,47110,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895632154632,1967119893274955777,1967119892830359607,4,14367,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895632154633,1967119893274955778,1967119892830359632,1,79693,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895632154634,1967119893274955779,1967119892830359552,2,31035,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895632154635,1967119893274955780,1967119892834553890,1,200012,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895636348928,1967119893274955781,1967119892830359592,2,49375,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895636348929,1967119893274955781,1967119892838748263,3,49375,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
1967119895636348930,1967119893279150080,1967119892838748285,1,31459,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
1967119895636348931,1967119893279150081,1967119892838748194,2,46936,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
1967119895636348932,1967119893279150082,1967119892834553889,1,376835,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
1967119895636348933,1967119893279150083,1967119892830359630,1,52401,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119895636348934,1967119893279150084,1967119892834553889,1,421451,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119895636348935,1967119893279150084,1967119892834553900,2,421451,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119895636348936,1967119893279150085,1967119892830359642,1,24224,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119895636348937,1967119893279150086,1967119892838748285,1,31459,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
1967119895636348938,1967119893283344384,1967119892830359572,1,52149,2025-07-04 16:50:04,1967119892956188685,2025-07-04 17:04:04,1967119892956188684,False
1967119895636348939,1967119893283344385,1967119892834553922,1,47110,2025-07-04 16:50:04,1967119892956188685,2025-07-04 17:04:04,1967119892956188684,False
1967119895636348940,1967119893287538688,1967119892834553891,1,190755,2025-07-04 05:58:04,1967119892956188682,2025-07-04 06:12:04,1967119892956188678,False
1967119895640543232,1967119893291732992,1967119892830359570,1,36003,2025-07-04 19:09:04,1967119892956188679,2025-07-04 19:17:04,1967119892956188680,False
1967119895640543233,1967119893291732993,1967119892838748267,1,46936,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
1967119895640543234,1967119893291732994,1967119892838748283,1,36003,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
1967119895640543235,1967119893291732995,1967119892838748303,1,164486,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
1967119895640543236,1967119893295927296,1967119892838748292,1,38407,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119895640543237,1967119893295927297,1967119892838748167,1,174609,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119895640543238,1967119893295927298,1967119892838748201,1,164486,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119895640543239,1967119893295927299,1967119892838748292,1,74235,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119895640543240,1967119893295927300,1967119892838748256,2,83586,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
1967119895640543241,1967119893295927301,1967119892830359606,3,376835,2025-07-04 05:43:04,1967119892956188683,2025-07-04 05:49:04,1967119892956188684,False
1967119895644737536,1967119893300121600,1967119892830359597,1,1339857,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119895644737537,1967119893300121601,1967119892838748186,1,13923,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119895644737538,1967119893300121602,1967119892838748180,2,31320,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119895644737539,1967119893300121602,1967119892838748190,3,31320,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
1967119895644737540,1967119893304315904,1967119892834553889,2,421451,2025-07-04 20:04:04,1967119892956188681,2025-07-04 20:05:04,1967119892956188685,False
1967119895644737541,1967119893304315905,1967119892830359572,3,52149,2025-07-04 20:04:04,1967119892956188681,2025-07-04 20:05:04,1967119892956188685,False
1967119895644737542,1967119893304315906,1967119892838748165,1,313913,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
1967119895648931840,1967119893304315907,1967119892838748247,1,14367,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
1967119895648931841,1967119893304315908,1967119892838748181,1,15189,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
1967119895648931842,1967119893308510208,1967119892838748177,1,164486,2025-07-04 19:40:04,1967119892956188685,2025-07-04 19:54:04,1967119892956188679,False
1967119895648931843,1967119893308510209,1967119892838748226,1,26443,2025-07-04 19:40:04,1967119892956188685,2025-07-04 19:54:04,1967119892956188679,False
1967119895648931844,1967119893308510210,1967119892838748190,1,24111,2025-07-04 14:21:04,1967119892956188681,2025-07-04 14:33:04,1967119892956188678,False
1967119895648931845,1967119893308510211,1967119892834553904,2,14279,2025-07-04 14:21:04,1967119892956188681,2025-07-04 14:33:04,1967119892956188678,False
1967119895653126144,1967119893312704512,1967119892834553904,3,36069,2025-07-04 12:09:04,1967119892956188679,2025-07-04 12:17:04,1967119892956188680,False
1967119895653126145,1967119893312704513,1967119892830359579,1,376835,2025-07-04 12:09:04,1967119892956188679,2025-07-04 12:17:04,1967119892956188680,False
1967119895653126146,1967119893312704514,1967119892830359606,2,376835,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119895653126147,1967119893312704515,1967119892830359553,1,52149,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119895653126148,1967119893312704516,1967119892830359606,1,164486,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119895653126149,1967119893312704517,1967119892830359553,1,31035,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119895653126150,1967119893312704518,1967119892830359564,1,46936,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119895653126151,1967119893312704518,1967119892838748259,1,46936,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119895653126152,1967119893312704518,1967119892838748290,1,46936,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
