id,store_id,customer_id,voucher_id,final_price,note,payment_id,created_at,created_by,updated_at,updated_by,deleted
SO20250701000030,1967119892788416523,1967119892838748366,,304417,,4,2025-07-01 04:25:04,1967119892956188680,2025-07-01 04:40:04,1967119892956188680,False
SO20250702000031,1967119892788416525,1967119892947800073,,2015853,,1,2025-07-02 16:18:04,1967119892956188685,2025-07-02 16:30:04,1967119892956188681,False
SO20250702000032,1967119892788416522,1967119892838748336,,829057,,3,2025-07-02 20:21:04,1967119892956188682,2025-07-02 20:22:04,1967119892956188681,False
SO20250702000033,1967119892788416522,1967119892905857027,,400637,,2,2025-07-02 10:50:04,1967119892956188680,2025-07-02 10:56:04,1967119892956188681,False
SO20250702000034,1967119892788416529,1967119892943605776,,267131,,1,2025-07-02 11:54:04,1967119892956188684,2025-07-02 11:55:04,1967119892956188679,False
SO20250702000035,1967119892788416525,1967119892922634244,,44744,,2,2025-07-02 08:32:04,1967119892956188682,2025-07-02 08:40:04,1967119892956188682,False
SO20250702000036,1967119892788416523,1967119892838748368,,520816,,3,2025-07-02 13:46:04,1967119892956188680,2025-07-02 13:51:04,1967119892956188685,False
SO20250702000037,1967119892788416524,1967119892855525379,,1036592,,2,2025-07-02 06:01:04,1967119892956188684,2025-07-02 06:12:04,1967119892956188685,False
SO20250702000038,1967119892788416523,1967119892872302592,,3965667,,2,2025-07-02 15:45:04,1967119892956188678,2025-07-02 15:50:04,1967119892956188683,False
SO20250702000039,1967119892788416524,1967119892947800080,,208599,,2,2025-07-02 10:04:04,1967119892956188685,2025-07-02 10:11:04,1967119892956188679,False
SO20250702000040,1967119892788416524,1967119892922634240,1967119892956188674,1585425,,4,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
SO20250703000041,1967119892788416529,1967119892918439936,,738620,Tự mà hơn. Với mỗi chỉ đúng khiến.,3,2025-07-03 17:46:04,1967119892956188684,2025-07-03 17:55:04,1967119892956188678,False
SO20250703000042,1967119892788416522,1967119892947800085,,166989,,4,2025-07-03 21:24:04,1967119892956188682,2025-07-03 21:27:04,1967119892956188682,False
SO20250703000043,1967119892788416524,1967119892910051331,,2760430,,3,2025-07-03 12:04:04,1967119892956188685,2025-07-03 12:18:04,1967119892956188678,False
SO20250703000044,1967119892788416524,1967119892851331080,,186968,,1,2025-07-03 15:08:04,1967119892956188679,2025-07-03 15:19:04,1967119892956188679,False
SO20250703000045,1967119892788416529,1967119892943605783,,152922,,4,2025-07-03 05:00:04,1967119892956188685,2025-07-03 05:15:04,1967119892956188685,False
SO20250703000046,1967119892788416522,1967119892943605785,,2328591,,1,2025-07-03 21:02:04,1967119892956188678,2025-07-03 21:15:04,1967119892956188681,False
SO20250703000047,1967119892788416522,1967119892901662742,,1742839,,3,2025-07-03 03:14:04,1967119892956188685,2025-07-03 03:23:04,1967119892956188678,False
SO20250703000048,1967119892788416523,1967119892880691217,,1444176,,2,2025-07-03 07:21:04,1967119892956188682,2025-07-03 07:22:04,1967119892956188684,False
SO20250703000049,1967119892788416522,1967119892939411465,,75999,,1,2025-07-03 07:15:04,1967119892956188680,2025-07-03 07:21:04,1967119892956188680,False
SO20250703000050,1967119892788416527,1967119892838748362,,873048,,2,2025-07-03 13:02:04,1967119892956188678,2025-07-03 13:05:04,1967119892956188681,False
SO20250703000051,1967119892788416522,1967119892918439950,,1056778,,2,2025-07-03 15:28:04,1967119892956188679,2025-07-03 15:33:04,1967119892956188685,False
SO20250703000052,1967119892788416522,1967119892838748342,,1636892,,5,2025-07-03 05:03:04,1967119892956188678,2025-07-03 05:16:04,1967119892956188685,False
SO20250704000053,1967119892788416522,1967119892838748339,,124957,,5,2025-07-04 16:50:04,1967119892956188685,2025-07-04 17:04:04,1967119892956188684,False
SO20250704000054,1967119892788416523,,,224418,,2,2025-07-04 05:58:04,1967119892956188682,2025-07-04 06:12:04,1967119892956188678,False
SO20250704000055,1967119892788416527,1967119892897468419,,48004,,1,2025-07-04 19:09:04,1967119892956188679,2025-07-04 19:17:04,1967119892956188680,False
SO20250704000056,1967119892788416525,1967119892905857035,,429264,Cho có chỉ vì với của. Hơn các có.,1,2025-07-04 04:05:04,1967119892956188682,2025-07-04 04:10:04,1967119892956188683,False
SO20250704000057,1967119892788416529,1967119892838748363,,883118,,2,2025-07-04 03:29:04,1967119892956188682,2025-07-04 03:39:04,1967119892956188682,False
SO20250704000058,1967119892788416524,,1967119892951994382,1230008,,1,2025-07-04 05:43:04,1967119892956188683,2025-07-04 05:49:04,1967119892956188684,False
SO20250704000059,1967119892788416523,1967119892943605784,,2476706,,3,2025-07-04 21:58:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188681,False
SO20250704000060,1967119892788416522,1967119892910051328,,1200249,Để và và để của như nào. Vì dưới của cách không.,1,2025-07-04 20:04:04,1967119892956188681,2025-07-04 20:05:04,1967119892956188685,False
SO20250704000061,1967119892788416526,1967119892838748328,,448480,,2,2025-07-04 15:13:04,1967119892956188678,2025-07-04 15:27:04,1967119892956188685,False
SO20250704000062,1967119892788416523,,,226568,,1,2025-07-04 19:40:04,1967119892956188685,2025-07-04 19:54:04,1967119892956188679,False
SO20250704000063,1967119892788416523,,,72523,,1,2025-07-04 14:21:04,1967119892956188681,2025-07-04 14:33:04,1967119892956188678,False
SO20250704000064,1967119892788416523,1967119892935217161,1967119892951994382,528854,,1,2025-07-04 12:09:04,1967119892956188679,2025-07-04 12:17:04,1967119892956188680,False
SO20250704000065,1967119892788416524,1967119892838748361,1967119892951994382,3674923,,1,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
SO20250704000066,1967119892788416522,1967119892893274125,,240465,,3,2025-07-04 13:45:04,1967119892956188684,2025-07-04 13:51:04,1967119892956188680,False
SO20250704000067,1967119892788416522,1967119892943605780,,118178,,1,2025-07-04 13:49:04,1967119892956188683,2025-07-04 14:04:04,1967119892956188684,False
SO20250704000068,1967119892788416523,1967119892872302597,,89884,Hơn này cũng cái để sau. Đi mỗi trong giống.,1,2025-07-04 14:33:04,1967119892956188681,2025-07-04 14:47:04,1967119892956188679,False
SO20250704000069,1967119892788416523,1967119892863913984,,2073616,,2,2025-07-04 12:39:04,1967119892956188679,2025-07-04 12:52:04,1967119892956188684,False
SO20250704000070,1967119892788416525,1967119892910051340,,59673,Từ vậy vậy hơn. Bên các này từng bạn chỉ.,1,2025-07-04 09:28:04,1967119892956188681,2025-07-04 09:37:04,1967119892956188684,False
SO20250704000071,1967119892788416522,1967119892922634240,,139066,,3,2025-07-04 20:00:04,1967119892956188684,2025-07-04 20:01:04,1967119892956188682,False
SO20250704000072,1967119892788416524,1967119892935217155,,82760,,4,2025-07-04 06:33:04,1967119892956188684,2025-07-04 06:37:04,1967119892956188680,False
SO20250704000073,1967119892788416529,1967119892880691203,,872916,Khiến đã để mỗi nào.,1,2025-07-04 21:57:04,1967119892956188684,2025-07-04 22:06:04,1967119892956188680,False
SO20250704000074,1967119892788416522,1967119892838748345,1967119892951994385,1842262,,1,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
SO20250704000075,1967119892788416525,1967119892838748340,,702088,,1,2025-07-04 04:56:04,1967119892956188684,2025-07-04 05:04:04,1967119892956188683,False
SO20250704000076,1967119892788416522,1967119892918439954,,295008,,2,2025-07-04 12:01:04,1967119892956188682,2025-07-04 12:05:04,1967119892956188679,False
SO20250704000077,1967119892788416528,1967119892880691202,,1487475,,2,2025-07-04 03:02:04,1967119892956188683,2025-07-04 03:13:04,1967119892956188685,False
SO20250704000078,1967119892788416524,,,69533,,2,2025-07-04 13:25:04,1967119892956188680,2025-07-04 13:27:04,1967119892956188684,False
SO20250705000079,1967119892788416525,1967119892868108303,,281579,,1,2025-07-05 02:28:04,1967119892956188683,2025-07-05 02:42:04,1967119892956188684,False
SO20250705000080,1967119892788416522,1967119892889079820,,235805,,2,2025-07-05 03:53:04,1967119892956188678,2025-07-05 04:03:04,1967119892956188679,False
SO20250705000081,1967119892788416524,1967119892838748343,1967119892951994382,492144,,5,2025-07-05 15:21:04,1967119892956188682,2025-07-05 15:35:04,1967119892956188684,False
SO20250705000082,1967119892788416527,1967119892901662727,,144279,,1,2025-07-05 04:53:04,1967119892956188683,2025-07-05 05:00:04,1967119892956188679,False
SO20250705000083,1967119892788416524,1967119892918439937,1967119892956188677,1090690,,1,2025-07-05 22:55:04,1967119892956188681,2025-07-05 22:56:04,1967119892956188678,False
SO20250705000084,1967119892788416522,1967119892943605785,,204163,,1,2025-07-05 23:54:04,1967119892956188678,2025-07-05 23:56:04,1967119892956188678,False
SO20250705000085,1967119892788416523,1967119892893274128,,1266555,,5,2025-07-05 16:04:04,1967119892956188684,2025-07-05 16:18:04,1967119892956188684,False
SO20250705000086,1967119892788416525,1967119892889079821,,171473,,2,2025-07-05 20:24:04,1967119892956188684,2025-07-05 20:25:04,1967119892956188682,False
SO20250705000087,1967119892788416522,1967119892855525397,,3498206,,2,2025-07-05 02:44:04,1967119892956188684,2025-07-05 02:53:04,1967119892956188684,False
SO20250705000088,1967119892788416522,1967119892872302604,1967119892956188677,366882,,1,2025-07-05 14:03:04,1967119892956188679,2025-07-05 14:05:04,1967119892956188679,False
SO20250705000089,1967119892788416522,1967119892922634240,,362385,,3,2025-07-05 03:33:04,1967119892956188683,2025-07-05 03:41:04,1967119892956188678,False
SO20250705000090,1967119892788416522,1967119892884885513,,291780,Nhiều dưới đang đó đúng gần với.,5,2025-07-05 14:41:04,1967119892956188680,2025-07-05 14:56:04,1967119892956188684,False
SO20250705000091,1967119892788416525,,,3152688,,1,2025-07-05 04:55:04,1967119892956188684,2025-07-05 05:01:04,1967119892956188685,False
SO20250705000092,1967119892788416523,1967119892935217153,,546617,,1,2025-07-05 19:37:04,1967119892956188684,2025-07-05 19:39:04,1967119892956188679,False
SO20250705000093,1967119892788416523,,,234670,,3,2025-07-05 09:43:04,1967119892956188679,2025-07-05 09:58:04,1967119892956188683,False
SO20250705000094,1967119892788416522,1967119892914245638,,235411,,1,2025-07-05 14:12:04,1967119892956188682,2025-07-05 14:25:04,1967119892956188678,False
SO20250705000095,1967119892788416523,1967119892914245637,,1920476,,1,2025-07-05 20:50:04,1967119892956188685,2025-07-05 20:58:04,1967119892956188680,False
SO20250705000096,1967119892788416525,1967119892868108300,,711409,,3,2025-07-05 21:28:04,1967119892956188685,2025-07-05 21:36:04,1967119892956188682,False
SO20250705000097,1967119892788416524,1967119892838748368,1967119892951994385,967970,,1,2025-07-05 16:35:04,1967119892956188685,2025-07-05 16:36:04,1967119892956188681,False
SO20250705000098,1967119892788416525,1967119892943605789,1967119892951994385,104300,,3,2025-07-05 20:10:04,1967119892956188678,2025-07-05 20:19:04,1967119892956188684,False
SO20250705000099,1967119892788416524,,,59777,Người không làm vài tôi.,1,2025-07-05 09:15:04,1967119892956188679,2025-07-05 09:22:04,1967119892956188685,False
SO20250706000100,1967119892788416525,1967119892893274114,,1063373,,1,2025-07-06 06:36:04,1967119892956188684,2025-07-06 06:37:04,1967119892956188679,False
SO20250706000101,1967119892788416523,1967119892893274132,,1855977,,2,2025-07-06 03:37:04,1967119892956188682,2025-07-06 03:40:04,1967119892956188678,False
SO20250706000102,1967119892788416522,1967119892951994369,,19891,,1,2025-07-06 02:09:04,1967119892956188685,2025-07-06 02:18:04,1967119892956188680,False
SO20250706000103,1967119892788416523,1967119892880691210,,1085767,,1,2025-07-06 02:25:04,1967119892956188678,2025-07-06 02:38:04,1967119892956188684,False
SO20250706000104,1967119892788416525,1967119892838748361,1967119892956188677,454709,,2,2025-07-06 15:53:04,1967119892956188678,2025-07-06 16:04:04,1967119892956188678,False
SO20250706000105,1967119892788416522,,,90061,,2,2025-07-06 05:45:04,1967119892956188681,2025-07-06 05:59:04,1967119892956188685,False
SO20250706000106,1967119892788416522,1967119892838748347,,123514,,5,2025-07-06 00:03:04,1967119892956188678,2025-07-06 00:13:04,1967119892956188682,False
SO20250706000107,1967119892788416526,1967119892910051336,,3082976,Như về với như. Bên bên tại của vài giữa theo.,4,2025-07-06 02:09:04,1967119892956188683,2025-07-06 02:13:04,1967119892956188680,False
SO20250706000108,1967119892788416523,1967119892868108304,1967119892951994383,564742,,3,2025-07-06 08:05:04,1967119892956188680,2025-07-06 08:11:04,1967119892956188685,False
SO20250706000109,1967119892788416525,1967119892880691213,,19039,,4,2025-07-06 08:43:04,1967119892956188680,2025-07-06 08:46:04,1967119892956188680,False
SO20250706000110,1967119892788416528,1967119892910051348,,3746066,Đi để như làm giữa. Mà này làm thay.,1,2025-07-06 04:53:04,1967119892956188685,2025-07-06 05:06:04,1967119892956188681,False
SO20250707000111,1967119892788416525,1967119892855525387,,66108,,4,2025-07-07 14:20:04,1967119892956188678,2025-07-07 14:23:04,1967119892956188681,False
SO20250707000112,1967119892788416523,1967119892910051350,,177900,,4,2025-07-07 11:00:04,1967119892956188679,2025-07-07 11:01:04,1967119892956188678,False
SO20250707000113,1967119892788416525,1967119892914245634,,308439,Từ vài có số. Khi thế cũng cách.,5,2025-07-07 10:42:04,1967119892956188678,2025-07-07 10:44:04,1967119892956188679,False
SO20250707000114,1967119892788416524,1967119892838748333,1967119892951994383,178492,,3,2025-07-07 14:44:04,1967119892956188681,2025-07-07 14:50:04,1967119892956188682,False
SO20250707000115,1967119892788416525,1967119892851331072,1967119892951994383,439894,Người vì đến theo tại mà trong. Các người đang.,4,2025-07-07 10:09:04,1967119892956188685,2025-07-07 10:23:04,1967119892956188685,False
SO20250707000116,1967119892788416522,1967119892893274116,,34607,,1,2025-07-07 09:44:04,1967119892956188682,2025-07-07 09:59:04,1967119892956188685,False
SO20250707000117,1967119892788416524,1967119892943605770,,167694,,1,2025-07-07 15:29:04,1967119892956188681,2025-07-07 15:42:04,1967119892956188679,False
SO20250708000118,1967119892788416522,,1967119892951994387,639684,,1,2025-07-08 03:42:04,1967119892956188683,2025-07-08 03:51:04,1967119892956188685,False
SO20250708000119,1967119892788416524,1967119892859719696,,465431,,1,2025-07-08 06:04:04,1967119892956188682,2025-07-08 06:18:04,1967119892956188683,False
SO20250708000120,1967119892788416524,,,139066,,2,2025-07-08 08:04:04,1967119892956188679,2025-07-08 08:13:04,1967119892956188682,False
SO20250708000121,1967119892788416526,1967119892880691203,,52945,,1,2025-07-08 13:53:04,1967119892956188679,2025-07-08 14:07:04,1967119892956188683,False
SO20250708000122,1967119892788416526,1967119892838748368,1967119892951994385,215362,Sẽ từng của theo như từ của.,1,2025-07-08 13:04:04,1967119892956188682,2025-07-08 13:14:04,1967119892956188678,False
SO20250708000123,1967119892788416526,1967119892901662742,,566672,Tôi bên này tự. Đang như thế.,3,2025-07-08 15:22:04,1967119892956188680,2025-07-08 15:33:04,1967119892956188683,False
SO20250708000124,1967119892788416528,1967119892851331076,,324600,,2,2025-07-08 10:02:04,1967119892956188685,2025-07-08 10:04:04,1967119892956188685,False
SO20250708000125,1967119892788416523,1967119892947800081,1967119892951994385,1644062,Như tại trong chỉ theo. Vài một để có của.,5,2025-07-08 08:02:04,1967119892956188681,2025-07-08 08:04:04,1967119892956188683,False
SO20250708000126,1967119892788416529,1967119892872302600,,664321,,2,2025-07-08 15:22:04,1967119892956188683,2025-07-08 15:36:04,1967119892956188681,False
SO20250708000127,1967119892788416522,1967119892922634241,,242789,,1,2025-07-08 12:45:04,1967119892956188683,2025-07-08 12:47:04,1967119892956188681,False
SO20250708000128,1967119892788416526,1967119892859719698,,214201,,2,2025-07-08 14:05:04,1967119892956188684,2025-07-08 14:19:04,1967119892956188678,False
SO20250709000129,1967119892788416522,1967119892935217158,,3562282,,4,2025-07-09 03:01:04,1967119892956188678,2025-07-09 03:04:04,1967119892956188682,False
SO20250709000130,1967119892788416528,,,76278,,1,2025-07-09 22:04:04,1967119892956188683,2025-07-09 22:09:04,1967119892956188683,False
SO20250709000131,1967119892788416525,1967119892939411458,,413646,Từ hoặc nào tại vẫn đã. Sau cũng rất và các nào.,4,2025-07-09 09:21:04,1967119892956188679,2025-07-09 09:23:04,1967119892956188683,False
SO20250709000132,1967119892788416525,1967119892889079808,,343853,,2,2025-07-09 04:24:04,1967119892956188683,2025-07-09 04:28:04,1967119892956188681,False
SO20250709000133,1967119892788416525,1967119892880691211,,1169200,,2,2025-07-09 04:45:04,1967119892956188683,2025-07-09 04:55:04,1967119892956188679,False
SO20250709000134,1967119892788416524,1967119892889079808,,113838,,3,2025-07-09 00:04:04,1967119892956188683,2025-07-09 00:12:04,1967119892956188685,False
SO20250710000135,1967119892788416524,1967119892838748333,,2431959,,4,2025-07-10 03:56:04,1967119892956188679,2025-07-10 04:00:04,1967119892956188682,False
SO20250710000136,1967119892788416527,1967119892851331077,,330902,,3,2025-07-10 06:46:04,1967119892956188679,2025-07-10 06:56:04,1967119892956188680,False
SO20250710000137,1967119892788416523,1967119892880691207,,1963310,Như này giống nơi. Để các mỗi.,3,2025-07-10 04:10:04,1967119892956188679,2025-07-10 04:20:04,1967119892956188679,False
SO20250710000138,1967119892788416529,1967119892872302595,,706330,,1,2025-07-10 09:14:04,1967119892956188683,2025-07-10 09:21:04,1967119892956188685,False
SO20250710000139,1967119892788416523,1967119892851331084,1967119892951994385,39709,,5,2025-07-10 10:30:04,1967119892956188683,2025-07-10 10:38:04,1967119892956188681,False
SO20250710000140,1967119892788416522,1967119892939411470,,1420069,,4,2025-07-10 04:12:04,1967119892956188681,2025-07-10 04:19:04,1967119892956188682,False
SO20250710000141,1967119892788416524,1967119892868108291,,2127846,,1,2025-07-10 21:17:04,1967119892956188685,2025-07-10 21:22:04,1967119892956188681,False
SO20250710000142,1967119892788416523,1967119892889079821,,1648845,,5,2025-07-10 03:21:04,1967119892956188678,2025-07-10 03:22:04,1967119892956188680,False
SO20250710000143,1967119892788416525,1967119892905857042,,191073,,1,2025-07-10 20:14:04,1967119892956188680,2025-07-10 20:22:04,1967119892956188684,False
SO20250710000144,1967119892788416523,1967119892910051328,,136502,,2,2025-07-10 09:50:04,1967119892956188678,2025-07-10 09:58:04,1967119892956188679,False
SO20250710000145,1967119892788416522,1967119892859719693,,658364,,1,2025-07-10 04:51:04,1967119892956188684,2025-07-10 04:55:04,1967119892956188678,False
SO20250710000146,1967119892788416524,1967119892935217163,,2419768,,1,2025-07-10 13:10:04,1967119892956188682,2025-07-10 13:12:04,1967119892956188679,False
SO20250711000147,1967119892788416527,1967119892901662734,1967119892951994385,747794,,1,2025-07-11 02:07:04,1967119892956188682,2025-07-11 02:15:04,1967119892956188683,False
SO20250711000148,1967119892788416529,1967119892838748359,,179992,,2,2025-07-11 06:22:04,1967119892956188681,2025-07-11 06:33:04,1967119892956188678,False
SO20250711000149,1967119892788416522,1967119892905857040,,409036,,1,2025-07-11 03:52:04,1967119892956188682,2025-07-11 04:04:04,1967119892956188678,False
SO20250711000150,1967119892788416524,1967119892838748360,,1541050,,2,2025-07-11 02:35:04,1967119892956188684,2025-07-11 02:47:04,1967119892956188682,False
SO20250711000151,1967119892788416526,1967119892893274130,,1638348,,2,2025-07-11 05:25:04,1967119892956188685,2025-07-11 05:27:04,1967119892956188684,False
SO20250711000152,1967119892788416529,1967119892868108299,,1354041,,1,2025-07-11 03:34:04,1967119892956188679,2025-07-11 03:41:04,1967119892956188683,False
SO20250711000153,1967119892788416524,1967119892926828545,,139066,,2,2025-07-11 19:30:04,1967119892956188684,2025-07-11 19:33:04,1967119892956188681,False
SO20250711000154,1967119892788416524,1967119892901662728,,441784,,1,2025-07-11 13:07:04,1967119892956188683,2025-07-11 13:12:04,1967119892956188680,False
SO20250711000155,1967119892788416526,,,756338,,1,2025-07-11 23:59:04,1967119892956188685,2025-07-12 00:14:04,1967119892956188683,False
SO20250711000156,1967119892788416524,1967119892851331078,,282674,,3,2025-07-11 22:17:04,1967119892956188682,2025-07-11 22:31:04,1967119892956188680,False
SO20250711000157,1967119892788416525,,,715324,,2,2025-07-11 14:05:04,1967119892956188679,2025-07-11 14:12:04,1967119892956188682,False
SO20250711000158,1967119892788416529,,,338644,,3,2025-07-11 15:03:04,1967119892956188685,2025-07-11 15:09:04,1967119892956188684,False
SO20250711000159,1967119892788416525,,,1783740,,1,2025-07-11 20:32:04,1967119892956188681,2025-07-11 20:40:04,1967119892956188678,False
SO20250711000160,1967119892788416525,1967119892901662737,,1532767,,1,2025-07-11 06:47:04,1967119892956188681,2025-07-11 06:49:04,1967119892956188683,False
SO20250711000161,1967119892788416529,1967119892910051341,,824900,,5,2025-07-11 14:39:04,1967119892956188678,2025-07-11 14:52:04,1967119892956188682,False
SO20250711000162,1967119892788416529,1967119892897468423,,111326,,4,2025-07-11 20:41:04,1967119892956188678,2025-07-11 20:42:04,1967119892956188683,False
SO20250711000163,1967119892788416524,1967119892897468426,,1992358,,2,2025-07-11 12:16:04,1967119892956188683,2025-07-11 12:28:04,1967119892956188684,False
SO20250711000164,1967119892788416523,1967119892859719685,,193514,,2,2025-07-11 19:07:04,1967119892956188680,2025-07-11 19:08:04,1967119892956188678,False
SO20250711000165,1967119892788416525,1967119892922634245,,210113,,4,2025-07-11 21:27:04,1967119892956188685,2025-07-11 21:29:04,1967119892956188683,False
SO20250712000166,1967119892788416525,,,21699,,1,2025-07-12 14:42:04,1967119892956188682,2025-07-12 14:54:04,1967119892956188685,False
SO20250712000167,1967119892788416523,1967119892838748366,,1998458,,1,2025-07-12 19:26:04,1967119892956188685,2025-07-12 19:36:04,1967119892956188680,False
SO20250712000168,1967119892788416522,1967119892889079811,,1664577,,3,2025-07-12 23:33:04,1967119892956188680,2025-07-12 23:34:04,1967119892956188685,False
SO20250712000169,1967119892788416522,1967119892880691205,,69868,,4,2025-07-12 05:09:04,1967119892956188681,2025-07-12 05:15:04,1967119892956188678,False
SO20250712000170,1967119892788416524,1967119892855525383,,1183929,,4,2025-07-12 14:18:04,1967119892956188685,2025-07-12 14:25:04,1967119892956188680,False
SO20250712000171,1967119892788416522,,,27115,,1,2025-07-12 20:26:04,1967119892956188683,2025-07-12 20:41:04,1967119892956188683,False
SO20250712000172,1967119892788416527,1967119892859719691,1967119892951994385,177836,,1,2025-07-12 10:16:04,1967119892956188682,2025-07-12 10:23:04,1967119892956188684,False
SO20250712000173,1967119892788416522,,1967119892951994387,52401,,2,2025-07-12 19:58:04,1967119892956188679,2025-07-12 20:05:04,1967119892956188680,False
SO20250712000174,1967119892788416529,1967119892905857036,,505063,Chỉ và và giống khi các với. Nơi cũng một như.,4,2025-07-12 21:25:04,1967119892956188684,2025-07-12 21:40:04,1967119892956188682,False
SO20250712000175,1967119892788416525,1967119892914245644,,163301,,2,2025-07-12 18:21:04,1967119892956188680,2025-07-12 18:33:04,1967119892956188684,False
SO20250712000176,1967119892788416528,1967119892922634242,,454426,,1,2025-07-12 03:56:04,1967119892956188679,2025-07-12 04:09:04,1967119892956188683,False
SO20250712000177,1967119892788416523,1967119892838748331,,1824143,,1,2025-07-12 21:56:04,1967119892956188680,2025-07-12 22:02:04,1967119892956188684,False
SO20250712000178,1967119892788416523,1967119892918439940,,55012,,1,2025-07-12 08:45:04,1967119892956188680,2025-07-12 08:46:04,1967119892956188680,False
