id,name,sku,desc,unit_price,category_id,created_at,created_by,updated_at,updated_by,deleted
1967119892788416577,Nước rửa chén Sunlight,SKU10041,"Nước rửa chén Sunlight - Chất lượng cao, giá tốt",76278,1967119892788416533,2024-10-21 03:54:42,1,2025-09-06 04:22:49,1,False
1967119892788416578,Kem đánh răng P/S,SKU10042,"Kem đánh răng P/S - Chất lượng cao, giá tốt",114209,1967119892788416534,2023-09-07 01:14:02,1,2025-08-18 18:01:13,1,False
1967119892788416579,Dầu gội Head & Shoulders - Size S,SKU10043,"Dầu gội Head & Shoulders - Chất lượng cao, giá tốt",1232489,1967119892788416534,2023-11-28 15:03:27,1,2025-07-19 16:57:01,1,False
1967119892788416580,Dầu gội Head & Shoulders - Size M,SKU10044,"Dầu gội Head & Shoulders - Chất lượng cao, giá tốt",1478947,1967119892788416534,2024-03-20 09:45:13,1,2025-09-10 18:35:24,1,False
1967119892788416581,Dầu gội Head & Shoulders - Size L,SKU10045,"Dầu gội Head & Shoulders - Chất lượng cao, giá tốt",275969,1967119892788416534,2024-09-30 21:38:37,1,2025-08-03 07:28:45,1,False
1967119892788416582,Sữa tắm Lifebuoy,SKU10046,"Sữa tắm Lifebuoy - Chất lượng cao, giá tốt",891870,1967119892788416534,2025-03-16 14:15:41,1,2025-08-06 02:48:49,1,False
1967119892788416583,Kem dưỡng da Pond's,SKU10047,"Kem dưỡng da Pond's - Chất lượng cao, giá tốt",788172,1967119892788416534,2025-01-21 18:55:42,1,2025-09-02 00:53:48,1,False
1967119892788416584,Nước hoa Lancôme,SKU10048,"Nước hoa Lancôme - Chất lượng cao, giá tốt",59089,1967119892788416534,2024-08-23 21:47:46,1,2025-08-04 03:49:57,1,False
1967119892788416585,Tai nghe AirPods,SKU10049,"Tai nghe AirPods - Chất lượng cao, giá tốt",2073616,1967119892788416535,2024-06-08 09:12:31,1,2025-09-01 08:15:51,1,False
1967119892788416586,Cáp sạc iPhone,SKU10050,"Cáp sạc iPhone - Chất lượng cao, giá tốt",2202564,1967119892788416535,2023-08-22 05:34:16,1,2025-09-08 07:53:43,1,False
1967119892788416587,Pin Energizer,SKU10051,"Pin Energizer - Chất lượng cao, giá tốt",2015853,1967119892788416535,2023-06-01 20:04:27,1,2025-08-06 13:48:16,1,False
1967119892788416588,Sạc dự phòng Xiaomi - Size S,SKU10052,"Sạc dự phòng Xiaomi - Chất lượng cao, giá tốt",2719050,1967119892788416535,2023-07-03 16:29:40,1,2025-08-11 02:27:09,1,False
1967119892788416589,Sạc dự phòng Xiaomi - Size M,SKU10053,"Sạc dự phòng Xiaomi - Chất lượng cao, giá tốt",1787307,1967119892788416535,2024-04-08 03:19:03,1,2025-07-29 11:02:35,1,False
1967119892788416590,Sạc dự phòng Xiaomi - Size L,SKU10054,"Sạc dự phòng Xiaomi - Chất lượng cao, giá tốt",2974017,1967119892788416535,2024-09-04 18:14:51,1,2025-08-23 09:14:25,1,False
1967119892788416591,Ốp lưng điện thoại,SKU10055,"Ốp lưng điện thoại - Chất lượng cao, giá tốt",2233095,1967119892788416535,2024-09-01 17:27:24,1,2025-09-13 13:17:36,1,False
